total_meters,price,floor,floors_count,rooms_count,relative_floor
41.0,22000000,10,15,1,0.6666666666666666
30.2,22200000,9,9,1,1.0
50.0,22500000,16,21,1,0.7619047619047619
42.1,22400000,22,24,1,0.9166666666666666
44.0,22600000,10,14,1,0.7142857142857143
38.0,22700000,9,24,1,0.375
42.0,23200000,18,30,1,0.6
47.0,23400000,9,31,1,0.2903225806451613
34.6,23300000,22,22,1,1.0
33.2,23500000,3,32,1,0.09375
43.5,24000000,4,27,1,0.14814814814814814
35.0,24400000,19,26,1,0.7307692307692307
38.3,24500000,9,19,1,0.47368421052631576
49.0,25000000,16,33,1,0.48484848484848486
35.3,25000000,6,34,1,0.17647058823529413
43.0,25000000,5,30,1,0.16666666666666666
48.2,25000000,22,22,1,1.0
47.0,25000000,7,25,1,0.28
43.0,25000000,5,32,1,0.15625
46.0,25900000,21,22,1,0.9545454545454546
43.0,26000000,4,16,1,0.25
36.4,26499000,20,36,1,0.5555555555555556
42.0,26450000,6,10,1,0.6
53.0,27500000,5,11,1,0.45454545454545453
34.1,28098400,5,6,1,0.8333333333333334
45.6,28900000,4,16,1,0.25
42.1,30100000,4,8,1,0.5
41.5,30256862,16,20,1,0.8
42.0,31390000,12,13,1,0.9230769230769231
49.9,32435000,5,9,1,0.5555555555555556
68.9,33368000,2,26,1,0.07692307692307693
45.0,36900000,3,3,1,1.0
45.0,41400000,2,3,1,0.6666666666666666
43.0,42990000,3,20,1,0.15
51.0,45000000,2,12,1,0.16666666666666666
31.4,46000000,10,11,1,0.9090909090909091
44.0,49400000,3,5,1,0.6
44.5,49400000,3,5,1,0.6
50.0,51500000,4,4,1,1.0
50.0,65000000,4,8,1,0.5
10.7,3200000,3,31,1,0.0967741935483871
22.0,3250000,5,5,1,1.0
28.0,3900000,2,3,1,0.6666666666666666
15.0,4000000,1,5,1,0.2
8.3,4200000,1,14,1,0.07142857142857142
10.0,4490000,3,3,1,1.0
13.0,4600000,3,9,1,0.3333333333333333
15.7,4700000,1,24,1,0.041666666666666664
31.1,4850000,4,5,1,0.8
14.0,4850000,2,3,1,0.6666666666666666
14.0,4900000,2,4,1,0.5
20.6,4950000,1,5,1,0.2
18.0,5000000,1,2,1,0.5
35.0,5000000,4,4,1,1.0
28.5,5000000,5,5,1,1.0
36.5,5000000,1,2,1,0.5
35.0,5100000,4,5,1,0.8
35.0,5100000,3,3,1,1.0
33.1,5150000,1,4,1,0.25
37.2,5200000,4,4,1,1.0
30.0,5200000,5,5,1,1.0
17.5,5300000,3,7,1,0.42857142857142855
33.3,5300000,3,4,1,0.75
18.0,5400000,3,3,1,1.0
30.6,5400000,4,4,1,1.0
15.2,5500000,2,2,1,1.0
28.8,5500000,1,5,1,0.2
30.0,5500000,2,5,1,0.4
31.0,5500000,4,4,1,1.0
35.3,5600000,2,3,1,0.6666666666666666
28.0,5600000,1,6,1,0.16666666666666666
11.6,5626000,4,4,1,1.0
56.0,5600000,4,5,1,0.8
14.2,5700000,1,4,1,0.25
35.3,5750000,3,4,1,0.75
38.4,5800000,4,4,1,1.0
40.1,5800000,3,3,1,1.0
29.9,5850000,8,9,1,0.8888888888888888
25.0,5899999,6,6,1,1.0
25.0,5950000,6,6,1,1.0
16.3,5950000,3,6,1,0.5
27.0,5990000,3,5,1,0.6
18.7,5900000,4,5,1,0.8
43.0,5900000,3,9,1,0.3333333333333333
34.02,5900000,1,3,1,0.3333333333333333
42.0,5950000,2,4,1,0.5
30.4,5999000,4,5,1,0.8
30.3,6000000,3,5,1,0.6
41.2,6000000,1,4,1,0.25
32.0,6000000,2,2,1,1.0
30.1,6000000,1,5,1,0.2
28.0,6000000,3,6,1,0.5
42.0,6000000,4,7,1,0.5714285714285714
29.4,6100000,4,4,1,1.0
35.4,6100000,1,5,1,0.2
32.4,6100000,2,9,1,0.2222222222222222
30.5,6100000,1,4,1,0.25
17.2,6141432,4,8,1,0.5
18.0,6270000,5,5,1,1.0
30.4,6200000,2,5,1,0.4
15.0,6200000,1,4,1,0.25
19.0,6200000,1,5,1,0.2
30.0,6300000,1,6,1,0.16666666666666666
27.0,6333000,2,8,1,0.25
30.1,6400000,3,5,1,0.6
36.1,6400000,1,5,1,0.2
40.5,6499000,2,5,1,0.4
42.0,6400000,2,5,1,0.4
34.3,6400000,4,4,1,1.0
40.0,6500000,1,1,1,1.0
37.0,6500000,3,5,1,0.6
36.0,6500000,6,9,1,0.6666666666666666
28.0,6500000,2,17,1,0.11764705882352941
29.0,6600000,9,12,1,0.75
32.5,6700000,2,9,1,0.2222222222222222
31.6,6700000,2,12,1,0.16666666666666666
42.5,6700000,3,5,1,0.6
20.3,6749100,5,8,1,0.625
36.5,6700000,7,7,1,1.0
35.0,6750000,3,3,1,1.0
20.0,6799999,3,5,1,0.6
30.0,6750000,6,6,1,1.0
38.4,6885000,16,17,1,0.9411764705882353
35.0,6840000,1,3,1,0.3333333333333333
30.2,6800000,3,4,1,0.75
36.6,6800000,16,17,1,0.9411764705882353
45.0,6800000,2,2,1,1.0
26.0,6800000,1,24,1,0.041666666666666664
36.0,6800000,2,3,1,0.6666666666666666
30.0,6800000,17,17,1,1.0
30.2,6800000,4,17,1,0.23529411764705882
22.0,6900000,6,8,1,0.75
30.7,6900000,4,5,1,0.8
27.0,6944049,4,8,1,0.5
58.1,6900000,1,5,1,0.2
40.0,6999000,2,3,1,0.6666666666666666
28.0,6950000,2,8,1,0.25
31.4,6990000,1,17,1,0.058823529411764705
41.3,7000000,1,5,1,0.2
40.0,7000000,4,12,1,0.3333333333333333
32.0,7000000,3,4,1,0.75
26.0,7000000,2,17,1,0.11764705882352941
35.0,7000000,4,4,1,1.0
45.0,7000000,7,7,1,1.0
32.1,7100000,6,18,1,0.3333333333333333
19.6,7100000,6,17,1,0.35294117647058826
31.0,7200000,11,17,1,0.6470588235294118
30.2,7200000,11,17,1,0.6470588235294118
32.0,7200000,4,6,1,0.6666666666666666
36.6,7200000,4,16,1,0.25
18.4,7200000,4,6,1,0.6666666666666666
29.2,7200000,3,16,1,0.1875
18.9,7200000,1,7,1,0.14285714285714285
32.5,7200000,1,9,1,0.1111111111111111
27.4,7164000,21,21,1,1.0
41.3,7168108,6,7,1,0.8571428571428571
45.5,7250000,3,12,1,0.25
30.0,7290000,8,14,1,0.5714285714285714
45.6,7250000,9,9,1,1.0
19.0,7300000,10,10,1,1.0
22.0,7300000,7,9,1,0.7777777777777778
18.0,7300000,1,5,1,0.2
28.6,7300000,6,17,1,0.35294117647058826
30.9,7414000,15,16,1,0.9375
30.2,7350000,3,5,1,0.6
15.2,7372000,3,4,1,0.75
44.7,7400000,1,3,1,0.3333333333333333
45.0,7400000,1,6,1,0.16666666666666666
28.4,7380000,2,12,1,0.16666666666666666
33.0,7400000,7,9,1,0.7777777777777778
21.0,7450000,1,4,1,0.25
30.0,7490000,3,5,1,0.6
31.5,7450000,3,5,1,0.6
39.2,7500000,2,3,1,0.6666666666666666
36.2,7500000,9,9,1,1.0
42.7,7550000,3,3,1,1.0
33.0,7500000,1,9,1,0.1111111111111111
24.4,7500000,5,22,1,0.22727272727272727
44.6,7500000,4,16,1,0.25
39.6,7500000,4,5,1,0.8
33.4,7500000,6,6,1,1.0
36.08,7500000,8,14,1,0.5714285714285714
33.0,7500000,6,12,1,0.5
29.3,7500000,15,16,1,0.9375
30.0,7500000,10,14,1,0.7142857142857143
36.4,7500000,11,16,1,0.6875
41.0,7500000,1,6,1,0.16666666666666666
31.0,7500000,4,5,1,0.8
20.5,7500000,1,6,1,0.16666666666666666
34.2,7500000,9,22,1,0.4090909090909091
42.7,7500000,2,3,1,0.6666666666666666
31.8,7500000,1,9,1,0.1111111111111111
32.8,7500000,1,9,1,0.1111111111111111
34.5,7600000,15,16,1,0.9375
39.5,7600000,4,4,1,1.0
51.0,7649999,4,9,1,0.4444444444444444
33.2,7600000,1,9,1,0.1111111111111111
27.3,7600000,9,14,1,0.6428571428571429
37.5,7700000,5,15,1,0.3333333333333333
32.8,7700000,2,14,1,0.14285714285714285
40.0,7680000,4,4,1,1.0
32.0,7700000,7,9,1,0.7777777777777778
43.7,7700000,6,12,1,0.5
32.5,7700000,8,9,1,0.8888888888888888
39.9,7800000,5,24,1,0.20833333333333334
34.6,7800000,2,9,1,0.2222222222222222
30.2,7800000,1,9,1,0.1111111111111111
41.8,7850000,10,17,1,0.5882352941176471
32.6,7850000,9,9,1,1.0
35.3,7850000,3,4,1,0.75
36.8,7990000,1,16,1,0.0625
31.4,7900000,1,5,1,0.2
37.0,7950000,1,14,1,0.07142857142857142
33.8,7900000,2,14,1,0.14285714285714285
30.7,7900000,2,4,1,0.5
30.0,7990000,1,4,1,0.25
44.7,7950000,2,3,1,0.6666666666666666
31.5,7990000,8,12,1,0.6666666666666666
34.2,7900000,1,16,1,0.0625
17.0,7990000,1,5,1,0.2
40.8,7900000,17,17,1,1.0
34.8,7950000,9,14,1,0.6428571428571429
29.2,7999999,1,12,1,0.08333333333333333
42.0,7999000,2,17,1,0.11764705882352941
24.1,7990000,2,18,1,0.1111111111111111
32.0,7900000,1,5,1,0.2
40.0,7900000,4,14,1,0.2857142857142857
26.6,7900000,4,9,1,0.4444444444444444
34.0,7900000,4,6,1,0.6666666666666666
42.0,8000000,9,17,1,0.5294117647058824
38.0,8000000,17,17,1,1.0
34.4,8000000,6,8,1,0.75
23.0,8000000,1,12,1,0.08333333333333333
42.2,8000000,9,17,1,0.5294117647058824
35.8,8000000,5,14,1,0.35714285714285715
38.0,8000000,3,17,1,0.17647058823529413
32.7,8000000,2,5,1,0.4
32.0,8000000,1,5,1,0.2
17.5,8000000,5,5,1,1.0
35.32,8000000,14,14,1,1.0
35.1,8000000,1,4,1,0.25
38.0,8000000,7,11,1,0.6363636363636364
41.89,8000000,6,12,1,0.5
26.2,8000000,10,14,1,0.7142857142857143
39.3,8000000,8,9,1,0.8888888888888888
35.0,8000000,7,9,1,0.7777777777777778
38.0,8000000,10,15,1,0.6666666666666666
30.3,8000000,1,9,1,0.1111111111111111
40.0,8000000,5,19,1,0.2631578947368421
37.7,8000000,11,12,1,0.9166666666666666
40.9,8000000,1,4,1,0.25
42.3,8000000,2,10,1,0.2
32.8,8100000,1,9,1,0.1111111111111111
32.4,8100000,1,9,1,0.1111111111111111
32.4,8100000,4,9,1,0.4444444444444444
33.3,8100000,2,9,1,0.2222222222222222
44.7,8100000,5,8,1,0.625
32.0,8100000,8,16,1,0.5
24.8,8100000,9,9,1,1.0
35.0,8100000,1,12,1,0.08333333333333333
44.7,8100000,4,8,1,0.5
33.9,8050000,5,12,1,0.4166666666666667
31.0,8050000,14,17,1,0.8235294117647058
35.0,8100000,6,13,1,0.46153846153846156
31.4,8100000,3,4,1,0.75
39.4,8100000,5,14,1,0.35714285714285715
26.7,8144670,4,8,1,0.5
31.3,8100000,2,9,1,0.2222222222222222
25.0,8150000,6,13,1,0.46153846153846156
33.0,8150000,1,9,1,0.1111111111111111
32.6,8200000,9,9,1,1.0
39.1,8200000,5,14,1,0.35714285714285715
32.7,8200000,15,17,1,0.8823529411764706
38.8,8150000,5,14,1,0.35714285714285715
35.3,8200000,25,25,1,1.0
33.0,8200000,8,9,1,0.8888888888888888
52.0,8200000,2,3,1,0.6666666666666666
35.4,8200000,14,15,1,0.9333333333333333
43.0,8150000,12,14,1,0.8571428571428571
36.0,8200000,4,10,1,0.4
36.08,8250000,7,10,1,0.7
37.4,8250000,7,12,1,0.5833333333333334
32.4,8250000,12,12,1,1.0
34.5,8260000,5,8,1,0.625
34.4,8260197,5,8,1,0.625
37.6,8250000,2,14,1,0.14285714285714285
34.0,8250000,11,14,1,0.7857142857142857
33.2,8250000,19,22,1,0.8636363636363636
42.0,8349000,20,23,1,0.8695652173913043
33.1,8300000,8,17,1,0.47058823529411764
34.0,8300000,7,14,1,0.5
38.6,8300000,5,12,1,0.4166666666666667
38.0,8300000,1,16,1,0.0625
42.0,8350000,20,23,1,0.8695652173913043
32.5,8350000,9,14,1,0.6428571428571429
35.0,8300000,8,12,1,0.6666666666666666
36.4,8300000,3,14,1,0.21428571428571427
31.5,8300000,7,12,1,0.5833333333333334
15.1,8305000,2,2,1,1.0
18.9,8300000,2,12,1,0.16666666666666666
19.0,8350000,5,6,1,0.8333333333333334
35.0,8350000,1,9,1,0.1111111111111111
33.0,8300000,1,9,1,0.1111111111111111
32.8,8395000,4,9,1,0.4444444444444444
34.0,8300000,16,16,1,1.0
32.9,8300000,3,9,1,0.3333333333333333
42.7,8300000,3,10,1,0.3
31.7,8350000,1,9,1,0.1111111111111111
32.4,8300000,6,9,1,0.6666666666666666
34.7,8300000,2,9,1,0.2222222222222222
40.0,8390000,3,6,1,0.5
31.5,8350000,4,14,1,0.2857142857142857
33.0,8300000,3,10,1,0.3
43.4,8300000,12,17,1,0.7058823529411765
32.6,8350000,6,12,1,0.5
33.1,8350000,6,9,1,0.6666666666666666
42.2,8499999,2,9,1,0.2222222222222222
33.1,8400000,10,12,1,0.8333333333333334
32.6,8490000,1,9,1,0.1111111111111111
38.5,8400000,2,25,1,0.08
32.5,8400000,2,8,1,0.25
37.8,8450000,17,17,1,1.0
35.0,8400000,2,17,1,0.11764705882352941
32.6,8450000,4,5,1,0.8
31.6,8400000,4,17,1,0.23529411764705882
25.0,8400000,13,15,1,0.8666666666666667
35.5,8400000,1,12,1,0.08333333333333333
32.6,8400000,1,9,1,0.1111111111111111
35.0,8400000,5,9,1,0.5555555555555556
34.2,8499999,6,17,1,0.35294117647058826
37.5,8400000,11,19,1,0.5789473684210527
37.9,8400000,2,17,1,0.11764705882352941
43.7,8400000,11,14,1,0.7857142857142857
33.2,8499000,6,9,1,0.6666666666666666
18.0,8450000,1,9,1,0.1111111111111111
31.0,8490000,5,9,1,0.5555555555555556
30.9,8400000,5,14,1,0.35714285714285715
35.1,8400000,1,12,1,0.08333333333333333
34.8,8400000,6,9,1,0.6666666666666666
39.8,8400000,3,12,1,0.25
35.0,8400000,12,15,1,0.8
28.4,8400000,5,5,1,1.0
27.8,8400000,2,5,1,0.4
34.1,8500000,14,14,1,1.0
32.0,8500000,1,9,1,0.1111111111111111
33.0,8500000,10,17,1,0.5882352941176471
36.4,8500000,20,20,1,1.0
35.0,8500000,1,12,1,0.08333333333333333
38.4,8500000,8,14,1,0.5714285714285714
30.5,8500000,2,5,1,0.4
34.0,8500000,5,5,1,1.0
37.8,8500000,2,5,1,0.4
30.1,8500000,1,12,1,0.08333333333333333
35.6,8500000,2,4,1,0.5
31.3,8500000,1,9,1,0.1111111111111111
39.8,8500000,10,12,1,0.8333333333333334
35.1,8500000,12,15,1,0.8
34.4,8500000,5,15,1,0.3333333333333333
37.4,8500000,12,16,1,0.75
32.0,8500000,13,14,1,0.9285714285714286
34.9,8500000,5,9,1,0.5555555555555556
39.2,8500000,3,14,1,0.21428571428571427
37.0,8500000,15,17,1,0.8823529411764706
34.0,8500000,11,23,1,0.4782608695652174
43.0,8500000,13,14,1,0.9285714285714286
21.0,8500000,2,9,1,0.2222222222222222
32.6,8500000,6,9,1,0.6666666666666666
34.1,8500000,8,16,1,0.5
38.0,8500000,15,17,1,0.8823529411764706
37.7,8500000,5,15,1,0.3333333333333333
40.0,8500000,1,6,1,0.16666666666666666
30.0,8500000,7,9,1,0.7777777777777778
39.6,8500000,9,12,1,0.75
32.0,8500000,2,9,1,0.2222222222222222
36.0,8500000,3,13,1,0.23076923076923078
31.5,8500000,1,9,1,0.1111111111111111
33.0,8500000,1,9,1,0.1111111111111111
39.0,8500000,7,14,1,0.5
39.8,8500000,22,24,1,0.9166666666666666
22.0,8500000,6,9,1,0.6666666666666666
36.0,8500000,6,15,1,0.4
34.7,8500000,3,9,1,0.3333333333333333
40.0,8600000,10,12,1,0.8333333333333334
35.2,8600000,1,5,1,0.2
29.3,8600000,5,12,1,0.4166666666666667
31.0,8600000,1,12,1,0.08333333333333333
33.0,8600000,1,12,1,0.08333333333333333
43.13,8600000,4,19,1,0.21052631578947367
32.4,8600000,9,9,1,1.0
32.6,8600000,1,9,1,0.1111111111111111
36.5,8600000,1,9,1,0.1111111111111111
42.0,8600000,13,14,1,0.9285714285714286
36.5,8600000,14,14,1,1.0
32.0,8600000,2,9,1,0.2222222222222222
36.7,8600000,3,24,1,0.125
38.6,8600000,3,4,1,0.75
27.7,8600000,6,12,1,0.5
32.9,8595000,2,9,1,0.2222222222222222
35.2,8550000,2,12,1,0.16666666666666666
36.2,8600000,1,8,1,0.125
38.4,8600000,16,17,1,0.9411764705882353
32.8,8600000,2,9,1,0.2222222222222222
34.0,8600000,6,15,1,0.4
33.0,8600000,9,9,1,1.0
37.5,8600000,16,21,1,0.7619047619047619
36.8,8600000,2,17,1,0.11764705882352941
31.8,8590000,12,15,1,0.8
45.0,8550000,3,3,1,1.0
37.1,8600000,11,17,1,0.6470588235294118
39.8,8700000,4,16,1,0.25
33.0,8700000,9,9,1,1.0
25.9,8700000,9,17,1,0.5294117647058824
39.0,8700000,11,17,1,0.6470588235294118
32.5,8700000,5,9,1,0.5555555555555556
32.7,8650000,5,9,1,0.5555555555555556
38.0,8700000,7,7,1,1.0
34.0,8700000,15,22,1,0.6818181818181818
16.0,8700000,2,3,1,0.6666666666666666
32.7,8700000,1,9,1,0.1111111111111111
34.1,8700000,6,17,1,0.35294117647058826
32.0,8700000,8,9,1,0.8888888888888888
37.6,8650000,13,17,1,0.7647058823529411
38.3,8650000,2,10,1,0.2
42.7,8700000,12,17,1,0.7058823529411765
31.6,8700000,4,12,1,0.3333333333333333
36.0,8700000,5,9,1,0.5555555555555556
30.0,8700000,9,9,1,1.0
44.5,8700000,6,9,1,0.6666666666666666
35.0,8699000,1,4,1,0.25
37.5,8700000,14,15,1,0.9333333333333333
36.2,8700000,5,14,1,0.35714285714285715
40.3,8700000,8,19,1,0.42105263157894735
42.2,8700000,11,15,1,0.7333333333333333
32.7,8700000,4,9,1,0.4444444444444444
31.0,8700000,8,9,1,0.8888888888888888
35.0,8700000,7,14,1,0.5
37.0,8700000,4,19,1,0.21052631578947367
35.0,8750000,9,9,1,1.0
34.8,8750000,15,22,1,0.6818181818181818
32.5,8790000,3,9,1,0.3333333333333333
34.2,8780000,1,12,1,0.08333333333333333
36.0,8800000,8,22,1,0.36363636363636365
32.6,8800000,5,9,1,0.5555555555555556
41.0,8800000,6,6,1,1.0
37.5,8850000,2,17,1,0.11764705882352941
38.0,8800000,6,12,1,0.5
32.9,8850000,6,9,1,0.6666666666666666
35.0,8800000,9,9,1,1.0
31.0,8800000,4,16,1,0.25
30.6,8800000,2,5,1,0.4
31.5,8800000,3,9,1,0.3333333333333333
46.1,8800000,9,9,1,1.0
39.1,8800000,1,14,1,0.07142857142857142
31.0,8800000,13,16,1,0.8125
29.6,8800000,2,5,1,0.4
36.0,8800000,2,14,1,0.14285714285714285
33.0,8850000,6,18,1,0.3333333333333333
36.0,8850000,9,17,1,0.5294117647058824
39.1,8800000,3,12,1,0.25
40.0,8800000,12,12,1,1.0
39.2,8800000,1,14,1,0.07142857142857142
36.5,8850000,13,17,1,0.7647058823529411
32.5,8850000,3,9,1,0.3333333333333333
33.9,8800000,1,5,1,0.2
34.0,8800000,6,9,1,0.6666666666666666
37.1,8800000,3,8,1,0.375
29.7,8850000,1,5,1,0.2
32.5,8800000,5,9,1,0.5555555555555556
35.1,8800000,1,12,1,0.08333333333333333
28.5,8900000,11,16,1,0.6875
34.0,8999999,6,15,1,0.4
37.7,8900000,7,17,1,0.4117647058823529
32.8,8990000,9,9,1,1.0
35.0,8900000,5,8,1,0.625
35.3,8999000,5,12,1,0.4166666666666667
40.0,8900000,5,12,1,0.4166666666666667
46.3,8937000,3,7,1,0.42857142857142855
32.0,8900000,11,12,1,0.9166666666666666
30.0,8990000,5,5,1,1.0
33.4,8900000,2,9,1,0.2222222222222222
34.6,8900000,5,5,1,1.0
39.3,8900000,7,12,1,0.5833333333333334
32.1,8900000,3,9,1,0.3333333333333333
33.0,8900000,5,9,1,0.5555555555555556
41.0,8990000,5,12,1,0.4166666666666667
46.5,8900000,3,9,1,0.3333333333333333
38.4,8990000,2,10,1,0.2
37.9,8900000,11,16,1,0.6875
41.0,8900000,12,12,1,1.0
34.6,8999000,9,9,1,1.0
32.0,8900000,9,9,1,1.0
37.9,8900000,7,15,1,0.4666666666666667
33.1,8950000,17,17,1,1.0
40.3,8999999,15,17,1,0.8823529411764706
38.1,8900000,5,14,1,0.35714285714285715
30.5,8950000,1,9,1,0.1111111111111111
32.5,8900000,3,9,1,0.3333333333333333
39.3,8999000,2,12,1,0.16666666666666666
38.0,8940000,9,17,1,0.5294117647058824
16.0,8990000,1,3,1,0.3333333333333333
38.7,8990000,6,12,1,0.5
31.6,8970000,9,9,1,1.0
33.3,8990000,1,9,1,0.1111111111111111
33.1,8900000,5,14,1,0.35714285714285715
33.2,8999000,11,14,1,0.7857142857142857
33.0,8990000,4,9,1,0.4444444444444444
36.9,8900000,9,14,1,0.6428571428571429
31.3,8999000,1,9,1,0.1111111111111111
34.5,8900000,2,12,1,0.16666666666666666
37.7,8990000,12,17,1,0.7058823529411765
34.8,8950000,2,16,1,0.125
37.5,8999999,7,17,1,0.4117647058823529
38.0,8900000,17,22,1,0.7727272727272727
32.4,8900000,1,9,1,0.1111111111111111
34.3,8900000,5,17,1,0.29411764705882354
36.0,8900000,1,17,1,0.058823529411764705
25.2,8900000,3,5,1,0.6
31.1,8900000,16,17,1,0.9411764705882353
32.0,8900000,5,9,1,0.5555555555555556
43.5,9000000,12,12,1,1.0
38.5,9000000,14,17,1,0.8235294117647058
35.1,9000000,3,17,1,0.17647058823529413
28.5,9000000,9,22,1,0.4090909090909091
26.0,9000000,7,9,1,0.7777777777777778
35.2,9000000,16,16,1,1.0
42.0,9000000,2,9,1,0.2222222222222222
32.5,9000000,2,9,1,0.2222222222222222
34.2,9000000,2,9,1,0.2222222222222222
36.2,9090000,12,14,1,0.8571428571428571
35.6,9000000,8,14,1,0.5714285714285714
21.0,9000000,4,9,1,0.4444444444444444
30.8,9000000,3,9,1,0.3333333333333333
37.8,9000000,10,17,1,0.5882352941176471
32.9,9000000,2,9,1,0.2222222222222222
27.5,9000000,16,23,1,0.6956521739130435
21.0,9000000,3,9,1,0.3333333333333333
33.0,9050000,7,9,1,0.7777777777777778
39.0,9000000,13,17,1,0.7647058823529411
38.0,9000000,16,16,1,1.0
40.0,9000000,17,17,1,1.0
36.0,9000000,7,9,1,0.7777777777777778
36.3,9000000,6,14,1,0.42857142857142855
34.0,9000000,2,9,1,0.2222222222222222
28.1,9000000,1,5,1,0.2
32.4,9000000,6,9,1,0.6666666666666666
30.1,9000000,3,5,1,0.6
30.1,9000000,5,5,1,1.0
31.0,9000000,3,9,1,0.3333333333333333
34.5,9000000,7,13,1,0.5384615384615384
27.2,9000000,14,16,1,0.875
34.2,9000000,4,9,1,0.4444444444444444
36.6,9000000,9,12,1,0.75
44.6,9000000,2,9,1,0.2222222222222222
40.1,9000000,17,17,1,1.0
26.3,9000000,5,7,1,0.7142857142857143
38.0,9000000,1,3,1,0.3333333333333333
40.0,9000000,10,17,1,0.5882352941176471
23.7,9000000,2,5,1,0.4
35.1,9000000,11,12,1,0.9166666666666666
32.1,9000000,5,5,1,1.0
29.5,9000000,3,12,1,0.25
32.5,9000000,5,9,1,0.5555555555555556
25.5,9000000,7,9,1,0.7777777777777778
37.7,9000000,6,17,1,0.35294117647058826
34.5,9000000,6,16,1,0.375
33.0,9000000,5,9,1,0.5555555555555556
32.8,9000000,5,9,1,0.5555555555555556
32.7,9000000,7,9,1,0.7777777777777778
38.0,9000000,10,14,1,0.7142857142857143
37.7,9000000,2,15,1,0.13333333333333333
42.0,9000000,5,7,1,0.7142857142857143
34.9,9000000,2,12,1,0.16666666666666666
34.8,9000000,1,12,1,0.08333333333333333
39.0,9000000,3,12,1,0.25
32.5,9100000,4,9,1,0.4444444444444444
34.6,9100000,3,16,1,0.1875
34.3,9100000,4,17,1,0.23529411764705882
32.9,9150000,7,9,1,0.7777777777777778
30.1,9150000,1,9,1,0.1111111111111111
37.9,9150000,10,17,1,0.5882352941176471
26.5,9100000,11,16,1,0.6875
32.6,9100000,5,9,1,0.5555555555555556
34.3,9150000,6,12,1,0.5
36.8,9150000,3,17,1,0.17647058823529413
30.0,9150000,2,9,1,0.2222222222222222
32.2,9100000,1,9,1,0.1111111111111111
33.6,9100000,8,9,1,0.8888888888888888
39.0,9100000,9,24,1,0.375
33.0,9110000,5,5,1,1.0
32.1,9100000,7,9,1,0.7777777777777778
39.4,9150000,2,14,1,0.14285714285714285
31.7,9150000,11,16,1,0.6875
37.0,9100000,7,17,1,0.4117647058823529
42.1,9100000,13,14,1,0.9285714285714286
38.4,9100000,2,12,1,0.16666666666666666
36.7,9100000,11,17,1,0.6470588235294118
34.0,9100000,1,16,1,0.0625
36.8,9150000,5,17,1,0.29411764705882354
39.1,9100000,13,16,1,0.8125
33.0,9100000,4,9,1,0.4444444444444444
33.5,9150000,5,17,1,0.29411764705882354
34.0,9150000,8,9,1,0.8888888888888888
35.5,9100000,3,22,1,0.13636363636363635
33.0,9150000,5,9,1,0.5555555555555556
27.6,9100000,1,12,1,0.08333333333333333
36.0,9200000,16,24,1,0.6666666666666666
33.3,9200000,1,9,1,0.1111111111111111
31.8,9200000,8,9,1,0.8888888888888888
31.9,9200000,1,5,1,0.2
29.8,9200000,1,9,1,0.1111111111111111
35.0,9200000,6,12,1,0.5
40.0,9200000,3,22,1,0.13636363636363635
35.5,9200000,11,14,1,0.7857142857142857
35.6,9200000,11,12,1,0.9166666666666666
35.0,9200000,1,14,1,0.07142857142857142
33.0,9200000,12,12,1,1.0
32.2,9200000,1,9,1,0.1111111111111111
38.5,9200000,11,19,1,0.5789473684210527
35.5,9200000,3,9,1,0.3333333333333333
35.0,9200000,2,12,1,0.16666666666666666
37.0,9200000,10,18,1,0.5555555555555556
41.3,9200000,14,14,1,1.0
34.1,9200000,8,9,1,0.8888888888888888
33.1,9200000,7,9,1,0.7777777777777778
29.8,9200000,7,9,1,0.7777777777777778
36.0,9200000,4,14,1,0.2857142857142857
42.0,9200000,12,14,1,0.8571428571428571
39.7,9200000,2,13,1,0.15384615384615385
39.0,14600000,15,17,1,0.8823529411764706
40.0,12700000,14,16,1,0.875
35.9,18450000,23,23,1,1.0
45.5,18300000,4,12,1,0.3333333333333333
35.0,11900000,8,15,1,0.5333333333333333
23.0,19000000,2,20,1,0.1
57.7,75000000,2,8,1,0.25
41.0,21500000,2,5,1,0.4
46.9,23170000,17,20,1,0.85
34.7,5830000,2,3,1,0.6666666666666666
41.1,14500000,14,22,1,0.6363636363636364
33.0,14800000,4,9,1,0.4444444444444444
35.1,15000000,10,12,1,0.8333333333333334
36.0,19800000,7,10,1,0.7
34.0,15200000,5,12,1,0.4166666666666667
30.0,8300000,1,9,1,0.1111111111111111
32.8,8500000,2,9,1,0.2222222222222222
31.4,12800000,7,8,1,0.875
39.4,11590000,14,14,1,1.0
32.0,5500000,2,3,1,0.6666666666666666
37.4,10800000,8,16,1,0.5
34.0,10500000,2,9,1,0.2222222222222222
20.1,8700000,3,9,1,0.3333333333333333
37.2,19999999,2,9,1,0.2222222222222222
34.3,9699999,6,17,1,0.35294117647058826
33.1,11500000,22,25,1,0.88
43.0,12200000,15,25,1,0.6
32.5,12399999,3,22,1,0.13636363636363635
35.0,14500000,17,25,1,0.68
32.0,16400000,6,9,1,0.6666666666666666
37.3,20200000,2,30,1,0.06666666666666667
60.0,20890000,2,8,1,0.25
33.5,27900000,19,32,1,0.59375
36.0,9300000,9,12,1,0.75
35.0,11900000,11,12,1,0.9166666666666666
45.0,18999000,2,20,1,0.1
35.5,8200000,8,22,1,0.36363636363636365
43.2,16900000,15,23,1,0.6521739130434783
