total_meters,price,floor,floors_count,rooms_count,relative_floor
39.0,9300000,2,14,1,0.14285714285714285
33.1,14200000,1,5,1,0.2
32.6,8000000,8,9,1,0.8888888888888888
33.1,9400000,2,15,1,0.13333333333333333
33.9,8150000,11,14,1,0.7857142857142857
35.0,9990000,4,14,1,0.2857142857142857
32.8,8300000,9,9,1,1.0
32.9,9499000,1,4,1,0.25
37.8,7999000,2,14,1,0.14285714285714285
34.9,9550000,6,16,1,0.375
43.0,9650000,1,3,1,0.3333333333333333
32.3,9750000,1,9,1,0.1111111111111111
36.0,9950000,3,9,1,0.3333333333333333
38.0,16500000,7,17,1,0.4117647058823529
38.4,10000000,2,14,1,0.14285714285714285
38.0,10200000,7,14,1,0.5
24.7,11800000,4,8,1,0.5
32.5,10200000,8,9,1,0.8888888888888888
46.7,10250000,17,17,1,1.0
33.0,6950000,4,9,1,0.4444444444444444
32.8,11499999,7,12,1,0.5833333333333334
30.9,10600000,6,9,1,0.6666666666666666
36.0,11190000,9,9,1,1.0
30.7,8500000,1,12,1,0.08333333333333333
32.6,12500000,2,9,1,0.2222222222222222
41.0,12900000,12,25,1,0.48
42.3,13200000,19,25,1,0.76
38.7,13500000,2,25,1,0.08
55.9,28000000,15,17,1,0.8823529411764706
38.3,10200000,1,12,1,0.08333333333333333
35.0,18250000,8,9,1,0.8888888888888888
38.2,18400000,12,22,1,0.5454545454545454
30.0,12400000,2,12,1,0.16666666666666666
38.2,9000000,10,17,1,0.5882352941176471
30.0,9800000,1,8,1,0.125
33.0,13600000,4,9,1,0.4444444444444444
36.0,12983000,4,12,1,0.3333333333333333
39.8,14000000,5,24,1,0.20833333333333334
39.6,11200000,8,17,1,0.47058823529411764
32.8,13500000,3,5,1,0.6
34.5,14000000,22,25,1,0.88
37.6,15100000,6,15,1,0.4
38.0,7600000,12,16,1,0.75
32.8,8490000,1,9,1,0.1111111111111111
33.0,9990000,6,9,1,0.6666666666666666
32.9,9400000,2,9,1,0.2222222222222222
39.0,10900000,6,22,1,0.2727272727272727
31.0,9490000,9,9,1,1.0
35.0,10990000,5,19,1,0.2631578947368421
36.0,11499000,9,9,1,1.0
40.2,11599000,11,25,1,0.44
45.8,10200000,5,16,1,0.3125
37.8,11600000,6,12,1,0.5
39.0,11900000,9,12,1,0.75
41.0,21000000,25,29,1,0.8620689655172413
37.0,12000000,10,22,1,0.45454545454545453
38.0,10500000,17,17,1,1.0
38.0,15500000,11,17,1,0.6470588235294118
26.3,13250000,3,13,1,0.23076923076923078
39.08,8500000,4,10,1,0.4
36.8,14000000,1,6,1,0.16666666666666666
29.4,11550000,5,9,1,0.5555555555555556
41.3,20500000,16,25,1,0.64
31.1,12900000,8,10,1,0.8
38.0,20800000,14,28,1,0.5
40.0,14990000,3,19,1,0.15789473684210525
40.4,22700000,2,6,1,0.3333333333333333
36.2,14300000,16,16,1,1.0
38.5,25400000,5,20,1,0.25
42.9,17099000,2,23,1,0.08695652173913043
47.0,31600000,15,29,1,0.5172413793103449
37.0,15799999,10,16,1,0.625
33.8,23300000,18,26,1,0.6923076923076923
21.0,15590000,24,24,1,1.0
31.8,9500000,15,16,1,0.9375
34.5,14100000,10,22,1,0.45454545454545453
31.0,12900000,8,9,1,0.8888888888888888
33.1,8300000,1,9,1,0.1111111111111111
33.0,9900000,4,5,1,0.8
36.0,15200000,5,9,1,0.5555555555555556
38.0,11799999,15,17,1,0.8823529411764706
42.6,14250000,12,15,1,0.8
31.4,9250000,1,5,1,0.2
35.5,8990000,3,9,1,0.3333333333333333
37.4,9300000,5,9,1,0.5555555555555556
34.9,10500000,5,9,1,0.5555555555555556
31.3,10300000,5,9,1,0.5555555555555556
52.0,27000000,13,15,1,0.8666666666666667
32.0,12150000,10,33,1,0.30303030303030304
38.2,9700000,7,17,1,0.4117647058823529
36.2,11200000,1,4,1,0.25
35.0,8999000,5,5,1,1.0
38.0,15000000,3,17,1,0.17647058823529413
34.5,11400000,6,16,1,0.375
36.3,17400000,17,29,1,0.5862068965517241
39.0,13500000,11,16,1,0.6875
34.8,13100000,3,23,1,0.13043478260869565
34.3,17500000,2,5,1,0.4
36.1,14800000,5,23,1,0.21739130434782608
38.8,10300000,13,22,1,0.5909090909090909
38.7,12100000,9,24,1,0.375
25.0,8490000,1,14,1,0.07142857142857142
37.9,9999000,16,17,1,0.9411764705882353
35.7,9300000,2,12,1,0.16666666666666666
38.8,16200000,9,12,1,0.75
32.7,10300000,1,9,1,0.1111111111111111
32.5,13290000,8,9,1,0.8888888888888888
32.7,9999999,4,9,1,0.4444444444444444
39.0,22000000,19,19,1,1.0
41.1,16900000,17,18,1,0.9444444444444444
47.5,13000000,2,10,1,0.2
35.0,12180000,15,16,1,0.9375
36.0,17500000,13,27,1,0.48148148148148145
48.9,18400000,8,24,1,0.3333333333333333
32.0,16900000,11,16,1,0.6875
38.6,10950000,12,17,1,0.7058823529411765
37.0,22000000,18,21,1,0.8571428571428571
44.0,13990000,13,17,1,0.7647058823529411
42.1,9100000,5,12,1,0.4166666666666667
32.1,12500000,3,9,1,0.3333333333333333
37.8,9500000,11,17,1,0.6470588235294118
39.9,10608395,12,25,1,0.48
37.8,12300000,2,8,1,0.25
42.0,12500000,5,5,1,1.0
52.5,13650000,2,22,1,0.09090909090909091
34.0,14000000,11,22,1,0.5
30.3,8300000,4,18,1,0.2222222222222222
36.0,8300000,11,16,1,0.6875
34.7,9200000,7,14,1,0.5
31.6,9200000,13,25,1,0.52
34.7,9200000,8,9,1,0.8888888888888888
32.6,8790000,3,9,1,0.3333333333333333
32.6,9500000,3,9,1,0.3333333333333333
35.8,8950000,5,12,1,0.4166666666666667
31.8,9700000,3,5,1,0.6
36.0,9000000,9,12,1,0.75
31.9,10000000,3,5,1,0.6
33.0,9150000,9,19,1,0.47368421052631576
31.0,10000000,3,5,1,0.6
32.0,9950000,6,9,1,0.6666666666666666
37.9,10500000,3,22,1,0.13636363636363635
30.9,9500000,8,17,1,0.47058823529411764
36.3,10496388,17,25,1,0.68
40.0,10600000,11,12,1,0.9166666666666666
39.0,9550000,2,5,1,0.4
33.0,9500000,3,9,1,0.3333333333333333
45.2,33500000,5,23,1,0.21739130434782608
50.0,38000000,4,5,1,0.8
41.5,27699000,13,16,1,0.8125
34.9,10900000,6,12,1,0.5
36.0,14300000,7,22,1,0.3181818181818182
35.4,9999000,1,12,1,0.08333333333333333
34.0,10000000,1,19,1,0.05263157894736842
41.3,11999999,9,17,1,0.5294117647058824
40.0,15727550,16,16,1,1.0
28.0,12890000,17,19,1,0.8947368421052632
42.0,15500000,22,24,1,0.9166666666666666
30.5,12300000,4,9,1,0.4444444444444444
32.3,11950000,6,22,1,0.2727272727272727
31.7,11050000,2,33,1,0.06060606060606061
32.2,5200000,1,5,1,0.2
30.0,12000000,8,9,1,0.8888888888888888
27.0,11990000,12,16,1,0.75
30.3,11700000,1,5,1,0.2
30.0,14000000,4,9,1,0.4444444444444444
44.1,16500000,8,18,1,0.4444444444444444
37.0,9350000,16,22,1,0.7272727272727273
37.7,13000000,3,17,1,0.17647058823529413
32.6,9850000,4,9,1,0.4444444444444444
40.0,18150000,17,17,1,1.0
38.4,14000000,15,16,1,0.9375
33.1,13000000,11,22,1,0.5
41.5,15700000,18,24,1,0.75
35.6,13500000,7,23,1,0.30434782608695654
41.3,11314272,12,25,1,0.48
41.9,11478281,24,26,1,0.9230769230769231
42.2,11500000,3,16,1,0.1875
37.6,13300000,5,16,1,0.3125
40.5,11900000,8,10,1,0.8
42.9,10700000,17,22,1,0.7727272727272727
34.0,12100000,20,33,1,0.6060606060606061
44.0,13000000,8,25,1,0.32
38.5,12300000,3,12,1,0.25
31.1,13700000,17,20,1,0.85
42.3,8650000,7,12,1,0.5833333333333334
34.4,13900000,4,12,1,0.3333333333333333
37.7,14881553,7,19,1,0.3684210526315789
33.0,9950000,3,9,1,0.3333333333333333
35.0,15350000,3,8,1,0.375
33.0,13800000,9,9,1,1.0
40.0,13700000,14,16,1,0.875
34.0,14450000,10,15,1,0.6666666666666666
43.3,14000000,4,9,1,0.4444444444444444
37.9,14800000,1,17,1,0.058823529411764705
31.7,15300000,1,12,1,0.08333333333333333
35.3,14500000,4,14,1,0.2857142857142857
32.1,15490000,7,28,1,0.25
44.5,15950000,24,24,1,1.0
46.8,16350000,24,25,1,0.96
32.0,15550000,1,9,1,0.1111111111111111
42.0,17000000,8,33,1,0.24242424242424243
42.0,15700000,8,12,1,0.6666666666666666
35.1,17800000,5,17,1,0.29411764705882354
40.0,16600000,16,16,1,1.0
45.0,18800000,10,20,1,0.5
43.0,16700000,22,30,1,0.7333333333333333
45.0,21000000,5,33,1,0.15151515151515152
35.2,22000000,4,9,1,0.4444444444444444
32.6,16900000,8,23,1,0.34782608695652173
45.0,22000000,7,8,1,0.875
39.0,22500000,20,22,1,0.9090909090909091
30.0,17500000,15,23,1,0.6521739130434783
47.0,22500000,11,15,1,0.7333333333333333
40.4,22600000,17,30,1,0.5666666666666667
40.0,23000000,2,20,1,0.1
43.5,23900000,11,13,1,0.8461538461538461
35.5,21200000,5,14,1,0.35714285714285715
41.0,27500000,14,37,1,0.3783783783783784
40.7,24000000,22,26,1,0.8461538461538461
66.6,31302000,2,6,1,0.3333333333333333
40.5,26600000,10,25,1,0.4
41.0,13000000,19,24,1,0.7916666666666666
31.4,10800000,5,5,1,1.0
42.0,10600000,13,17,1,0.7647058823529411
36.0,9890000,10,12,1,0.8333333333333334
34.8,12300000,2,12,1,0.16666666666666666
33.1,9700000,5,5,1,1.0
29.0,13800000,14,17,1,0.8235294117647058
39.0,13499999,8,9,1,0.8888888888888888
42.9,7700000,12,12,1,1.0
38.9,12990000,9,12,1,0.75
38.8,11500000,3,14,1,0.21428571428571427
44.9,7700000,3,7,1,0.42857142857142855
31.0,10950000,5,5,1,1.0
32.0,11830000,17,25,1,0.68
39.3,17399000,3,12,1,0.25
35.2,10450000,12,12,1,1.0
53.0,11300000,3,9,1,0.3333333333333333
32.0,9999000,1,9,1,0.1111111111111111
36.0,11300000,17,17,1,1.0
33.1,15500000,14,23,1,0.6086956521739131
43.0,10900000,2,9,1,0.2222222222222222
20.0,7800000,13,15,1,0.8666666666666667
38.0,10700000,11,14,1,0.7857142857142857
38.2,11300000,10,17,1,0.5882352941176471
28.0,15900000,3,8,1,0.375
32.7,9150000,6,12,1,0.5
37.0,11600000,1,16,1,0.0625
34.0,15350000,21,24,1,0.875
39.64,11000000,23,23,1,1.0
41.9,11054085,22,25,1,0.88
35.0,12000000,4,9,1,0.4444444444444444
33.1,9940000,8,9,1,0.8888888888888888
32.9,15500000,6,9,1,0.6666666666666666
42.0,11500000,3,16,1,0.1875
32.3,9600000,8,9,1,0.8888888888888888
34.0,19500000,17,33,1,0.5151515151515151
33.2,22000000,3,32,1,0.09375
44.6,10290000,1,3,1,0.3333333333333333
37.5,9700000,3,12,1,0.25
40.0,21500000,1,16,1,0.0625
33.0,10150000,3,9,1,0.3333333333333333
33.0,14600000,5,12,1,0.4166666666666667
36.8,11500000,9,12,1,0.75
40.0,15500000,16,17,1,0.9411764705882353
35.0,15750000,10,21,1,0.47619047619047616
44.6,14500000,5,25,1,0.2
30.8,12500000,2,5,1,0.4
38.8,11499996,17,22,1,0.7727272727272727
33.0,9700000,2,12,1,0.16666666666666666
38.0,10300000,3,16,1,0.1875
40.6,9990000,11,16,1,0.6875
40.6,10100000,7,9,1,0.7777777777777778
38.3,10100000,5,15,1,0.3333333333333333
40.0,10999000,12,17,1,0.7058823529411765
38.2,12750000,15,17,1,0.8823529411764706
33.0,10390000,4,12,1,0.3333333333333333
36.0,18950000,7,7,1,1.0
35.2,10700000,7,9,1,0.7777777777777778
40.4,10649000,1,9,1,0.1111111111111111
40.0,22000000,5,9,1,0.5555555555555556
37.0,10800000,3,25,1,0.12
41.0,16700000,19,32,1,0.59375
38.1,11350000,2,14,1,0.14285714285714285
37.0,13400000,13,14,1,0.9285714285714286
40.0,11300000,2,12,1,0.16666666666666666
32.4,7900000,1,9,1,0.1111111111111111
39.9,10608395,17,26,1,0.6538461538461539
37.0,10850000,8,12,1,0.6666666666666666
35.1,9800000,2,9,1,0.2222222222222222
35.0,9780000,9,9,1,1.0
38.4,10993555,3,17,1,0.17647058823529413
36.2,9950000,2,17,1,0.11764705882352941
33.0,18500000,24,27,1,0.8888888888888888
38.0,19200000,6,13,1,0.46153846153846156
43.6,16990000,10,15,1,0.6666666666666666
17.0,7890000,1,5,1,0.2
34.4,7950000,6,8,1,0.75
41.3,8400000,9,9,1,1.0
60.0,13000000,5,5,2,1.0
44.4,10150000,2,9,2,0.2222222222222222
47.0,38000000,5,8,2,0.625
46.3,8550000,7,12,2,0.5833333333333334
79.9,29469000,5,8,2,0.625
39.0,15690000,4,9,2,0.4444444444444444
67.0,57000000,9,14,2,0.6428571428571429
48.2,6050000,1,9,2,0.1111111111111111
69.4,69900000,2,10,2,0.2
52.1,11300000,7,12,2,0.5833333333333334
43.0,13300000,4,5,2,0.8
79.0,61500000,5,13,2,0.38461538461538464
71.8,68500000,24,36,2,0.6666666666666666
32.0,15990000,4,5,2,0.8
59.7,12500000,4,15,2,0.26666666666666666
72.3,8400000,2,9,2,0.2222222222222222
44.4,11000000,6,9,2,0.6666666666666666
47.0,18700000,7,9,2,0.7777777777777778
51.4,23500000,4,17,2,0.23529411764705882
58.0,29960000,10,17,2,0.5882352941176471
50.8,27500000,3,12,2,0.25
49.7,17000000,5,9,2,0.5555555555555556
38.0,14000000,7,9,2,0.7777777777777778
58.7,26602840,4,8,2,0.5
61.3,24400000,20,25,2,0.8
32.0,13950000,13,33,2,0.3939393939393939
40.0,16490000,8,9,2,0.8888888888888888
60.0,45000000,4,5,2,0.8
54.0,16490000,15,16,2,0.9375
57.0,28000000,7,11,2,0.6363636363636364
43.1,11200000,4,5,2,0.8
54.0,30000000,4,12,2,0.3333333333333333
44.5,18950000,8,8,2,1.0
58.8,24400000,1,5,2,0.2
38.5,14000000,5,12,2,0.4166666666666667
52.0,35800000,6,13,2,0.46153846153846156
50.0,10950000,4,12,2,0.3333333333333333
100.0,47000000,1,19,2,0.05263157894736842
84.0,59000000,12,19,2,0.631578947368421
44.9,14340000,4,9,2,0.4444444444444444
63.7,33500000,8,17,2,0.47058823529411764
60.0,19700000,7,9,2,0.7777777777777778
49.5,55000000,3,6,2,0.5
93.4,59000000,8,12,2,0.6666666666666666
38.4,10000000,4,12,2,0.3333333333333333
56.0,22200000,6,14,2,0.42857142857142855
50.6,10599999,11,12,2,0.9166666666666666
67.9,36600000,21,23,2,0.9130434782608695
70.0,55900000,14,14,2,1.0
58.0,11300000,5,17,2,0.29411764705882354
63.0,76000000,15,32,2,0.46875
40.0,13200000,6,9,2,0.6666666666666666
85.4,44000000,11,33,2,0.3333333333333333
53.0,16950000,8,14,2,0.5714285714285714
54.7,14490000,9,12,2,0.75
47.1,10699999,1,9,2,0.1111111111111111
62.0,36900000,20,23,2,0.8695652173913043
44.3,15300000,1,9,2,0.1111111111111111
60.0,59000000,8,28,2,0.2857142857142857
39.0,14750000,9,9,2,1.0
50.0,36000000,1,13,2,0.07692307692307693
48.5,11590000,4,9,2,0.4444444444444444
49.2,31000000,12,14,2,0.8571428571428571
49.5,36000000,1,13,2,0.07692307692307693
69.5,22300000,3,14,2,0.21428571428571427
90.0,43900000,10,22,2,0.45454545454545453
51.0,21000000,4,17,2,0.23529411764705882
41.0,53000000,4,21,2,0.19047619047619047
54.0,15599000,4,17,2,0.23529411764705882
61.0,31000000,10,20,2,0.5
44.3,10700000,1,5,2,0.2
90.0,75500000,10,11,2,0.9090909090909091
66.6,15900000,2,9,2,0.2222222222222222
51.1,49990000,17,34,2,0.5
62.9,54000000,8,32,2,0.25
51.2,15000000,8,17,2,0.47058823529411764
107.0,47000000,5,21,2,0.23809523809523808
69.0,61999000,9,14,2,0.6428571428571429
53.6,13500000,17,17,2,1.0
70.0,50000000,12,13,2,0.9230769230769231
53.5,16590000,8,16,2,0.5
50.7,46000000,13,32,2,0.40625
59.2,20300000,18,19,2,0.9473684210526315
55.0,19000000,13,16,2,0.8125
57.0,31800000,10,12,2,0.8333333333333334
47.6,13500000,3,9,2,0.3333333333333333
72.3,45000000,6,6,2,1.0
67.0,23800000,4,7,2,0.5714285714285714
45.2,32500000,6,14,2,0.42857142857142855
53.0,27500000,18,28,2,0.6428571428571429
53.0,22600000,11,21,2,0.5238095238095238
54.0,12650000,12,17,2,0.7058823529411765
100.8,40000000,15,23,2,0.6521739130434783
74.0,72000000,8,11,2,0.7272727272727273
46.1,10800000,8,9,2,0.8888888888888888
49.0,64000000,3,6,2,0.5
75.2,48700000,3,12,2,0.25
50.0,30300000,6,7,2,0.8571428571428571
43.0,10950000,1,5,2,0.2
38.2,10700000,1,12,2,0.08333333333333333
43.5,15790000,4,9,2,0.4444444444444444
53.5,18750000,5,5,2,1.0
40.0,13900000,22,22,2,1.0
50.0,66960000,5,6,2,0.8333333333333334
67.8,71900000,2,10,2,0.2
44.7,13300000,3,9,2,0.3333333333333333
73.6,35900000,7,22,2,0.3181818181818182
69.0,47000000,2,39,2,0.05128205128205128
45.8,29900000,6,8,2,0.75
88.0,69990000,23,34,2,0.6764705882352942
73.5,65000000,10,13,2,0.7692307692307693
54.2,14800000,13,31,2,0.41935483870967744
62.0,35500000,20,28,2,0.7142857142857143
45.0,18900000,9,9,2,1.0
41.0,16990000,14,14,2,1.0
44.3,49400000,3,5,2,0.6
69.8,53422848,4,8,2,0.5
44.5,12800000,8,9,2,0.8888888888888888
51.8,15499999,11,22,2,0.5
45.0,17500000,6,12,2,0.5
62.7,27000000,18,24,2,0.75
63.5,34000000,1,10,2,0.1
70.0,40500000,19,24,2,0.7916666666666666
69.0,49900000,4,19,2,0.21052631578947367
85.0,56500000,6,28,2,0.21428571428571427
53.6,9220000,3,3,2,1.0
55.0,21700000,12,13,2,0.9230769230769231
65.9,34500000,9,24,2,0.375
49.0,46999000,8,10,2,0.8
60.2,13200000,8,17,2,0.47058823529411764
78.3,59600000,7,7,2,1.0
52.0,26500000,3,8,2,0.375
54.2,22500000,3,9,2,0.3333333333333333
54.3,29000000,2,16,2,0.125
64.9,19500000,10,16,2,0.625
60.0,38000000,2,5,2,0.4
53.1,49900000,9,9,2,1.0
38.0,13700000,1,12,2,0.08333333333333333
54.0,30500000,2,8,2,0.25
73.3,32500000,11,21,2,0.5238095238095238
36.7,12300000,2,9,2,0.2222222222222222
92.7,42500000,6,7,2,0.8571428571428571
58.1,13900000,1,9,2,0.1111111111111111
45.0,34999999,3,7,2,0.42857142857142855
60.0,65000000,11,13,2,0.8461538461538461
52.0,49950000,11,34,2,0.3235294117647059
44.2,20780000,22,24,2,0.9166666666666666
58.0,14450000,2,13,2,0.15384615384615385
49.0,29450000,8,12,2,0.6666666666666666
51.0,14000000,16,17,2,0.9411764705882353
64.3,19490000,9,9,2,1.0
51.8,23000000,16,17,2,0.9411764705882353
59.2,38500000,14,15,2,0.9333333333333333
58.9,22000000,17,25,2,0.68
53.8,8190000,2,3,2,0.6666666666666666
40.2,14500000,14,22,2,0.6363636363636364
38.3,12500000,5,9,2,0.5555555555555556
43.0,15999000,1,9,2,0.1111111111111111
43.1,27700000,5,14,2,0.35714285714285715
50.5,13200000,16,17,2,0.9411764705882353
58.8,33000000,2,7,2,0.2857142857142857
62.4,34000000,5,13,2,0.38461538461538464
39.7,9890000,14,25,2,0.56
86.3,41000000,5,34,2,0.14705882352941177
55.5,14300000,4,5,2,0.8
47.0,21490000,10,12,2,0.8333333333333334
37.4,13999000,3,9,2,0.3333333333333333
71.0,39800000,11,14,2,0.7857142857142857
50.7,43100000,13,32,2,0.40625
73.8,42800000,9,13,2,0.6923076923076923
85.9,44000000,16,16,2,1.0
66.3,47000000,7,22,2,0.3181818181818182
100.0,54000000,7,22,2,0.3181818181818182
100.0,55000000,23,23,2,1.0
78.58,63988000,11,12,2,0.9166666666666666
48.57,65569500,5,6,2,0.8333333333333334
79.4,68400000,19,21,2,0.9047619047619048
74.0,69500000,5,9,2,0.5555555555555556
53.0,17500000,16,22,2,0.7272727272727273
67.3,24650375,2,10,2,0.2
51.8,14000000,16,16,2,1.0
44.4,11000000,11,12,2,0.9166666666666666
49.5,16500000,3,23,2,0.13043478260869565
91.0,39750000,15,24,2,0.625
58.1,75530000,2,15,2,0.13333333333333333
63.8,13779000,11,17,2,0.6470588235294118
65.0,46000000,17,19,2,0.8947368421052632
57.4,14650000,4,5,2,0.8
74.0,33950000,12,25,2,0.48
45.2,23300000,8,24,2,0.3333333333333333
60.7,21500000,2,19,2,0.10526315789473684
65.0,62000000,7,20,2,0.35
54.0,21000000,10,14,2,0.7142857142857143
57.0,34500000,6,8,2,0.75
45.8,39600000,3,7,2,0.42857142857142855
46.9,12600000,1,12,2,0.08333333333333333
46.2,12500000,1,12,2,0.08333333333333333
55.1,32500000,6,11,2,0.5454545454545454
58.5,20200000,6,24,2,0.25
59.3,34000000,6,12,2,0.5
41.6,12990000,12,16,2,0.75
55.3,34800000,11,23,2,0.4782608695652174
45.6,19000000,6,14,2,0.42857142857142855
46.0,31000000,14,24,2,0.5833333333333334
46.1,12700000,2,5,2,0.4
43.0,35500000,7,21,2,0.3333333333333333
50.0,13200000,5,9,2,0.5555555555555556
64.1,12600000,17,17,2,1.0
63.0,54100000,2,7,2,0.2857142857142857
45.6,15480000,4,12,2,0.3333333333333333
75.3,54000000,13,16,2,0.8125
45.7,23000000,4,23,2,0.17391304347826086
52.9,16400000,7,24,2,0.2916666666666667
42.0,25800000,14,27,2,0.5185185185185185
50.7,19990000,9,17,2,0.5294117647058824
45.0,24900000,9,37,2,0.24324324324324326
72.6,27500000,7,26,2,0.2692307692307692
52.1,21099000,7,24,2,0.2916666666666667
44.3,28200000,10,33,2,0.30303030303030304
72.0,36990000,13,17,2,0.7647058823529411
46.4,35000000,1,9,2,0.1111111111111111
60.0,15700000,2,18,2,0.1111111111111111
37.0,9900000,9,12,2,0.75
62.57,12500000,4,18,2,0.2222222222222222
41.0,29900000,19,20,2,0.95
63.3,26000000,3,8,2,0.375
47.0,12999999,8,25,2,0.32
67.0,29900000,2,16,2,0.125
42.9,13800000,3,5,2,0.6
53.5,21102750,7,10,2,0.7
45.2,12800000,3,9,2,0.3333333333333333
78.0,35500000,3,11,2,0.2727272727272727
53.0,37800000,9,9,2,1.0
43.0,12499000,2,12,2,0.16666666666666666
48.2,11000000,6,14,2,0.42857142857142855
83.4,15200000,10,14,2,0.7142857142857143
48.0,10100000,13,17,2,0.7647058823529411
60.0,36000000,2,16,2,0.125
44.7,32000000,22,32,2,0.6875
56.2,16500000,7,19,2,0.3684210526315789
60.0,49950000,4,11,2,0.36363636363636365
36.0,21990000,22,27,2,0.8148148148148148
53.4,16600000,13,14,2,0.9285714285714286
56.3,19790000,2,24,2,0.08333333333333333
71.0,29800000,2,28,2,0.07142857142857142
57.7,21700000,2,22,2,0.09090909090909091
47.0,13300000,11,12,2,0.9166666666666666
59.1,13500000,17,19,2,0.8947368421052632
72.7,12400000,6,7,2,0.8571428571428571
61.5,54200000,2,8,2,0.25
35.0,10300000,4,6,2,0.6666666666666666
53.1,13999000,10,15,2,0.6666666666666666
41.7,14890000,2,5,2,0.4
56.0,28450000,15,22,2,0.6818181818181818
60.1,16500000,16,17,2,0.9411764705882353
64.1,34999999,17,17,2,1.0
76.0,35000000,12,27,2,0.4444444444444444
52.0,26000000,3,6,2,0.5
37.0,22000000,8,10,2,0.8
46.4,12500000,4,12,2,0.3333333333333333
62.0,41200000,22,36,2,0.6111111111111112
60.9,43000000,17,28,2,0.6071428571428571
43.0,13000000,1,5,2,0.2
92.5,43883000,3,17,2,0.17647058823529413
44.0,14000000,3,12,2,0.25
50.9,12500000,4,14,2,0.2857142857142857
57.0,26000000,7,8,2,0.875
47.6,15100000,1,9,2,0.1111111111111111
44.9,14500000,5,5,2,1.0
57.0,12975000,15,19,2,0.7894736842105263
54.0,34690000,16,31,2,0.5161290322580645
58.0,23200000,5,22,2,0.22727272727272727
53.2,13199000,6,14,2,0.42857142857142855
54.7,15200000,8,25,2,0.32
92.0,55950000,12,23,2,0.5217391304347826
41.1,13299990,2,5,2,0.4
80.4,41000000,9,9,2,1.0
38.3,13200000,15,15,2,1.0
52.4,13200000,4,12,2,0.3333333333333333
60.0,60000000,10,10,2,1.0
72.0,26300000,3,18,2,0.16666666666666666
84.0,37500000,14,26,2,0.5384615384615384
52.3,15500000,1,12,2,0.08333333333333333
60.7,12800000,4,13,2,0.3076923076923077
91.0,18000000,6,25,2,0.24
78.5,45000000,15,16,2,0.9375
64.5,17990000,10,20,2,0.5
35.7,23000000,10,27,2,0.37037037037037035
45.0,26000000,7,27,2,0.25925925925925924
48.0,8500000,9,9,2,1.0
46.0,17000000,19,33,2,0.5757575757575758
40.74,24500000,8,13,2,0.6153846153846154
47.0,9100000,5,9,2,0.5555555555555556
64.0,29500000,8,19,2,0.42105263157894735
57.0,28000000,7,19,2,0.3684210526315789
56.3,21500000,13,13,2,1.0
82.5,47900000,16,21,2,0.7619047619047619
56.2,12700000,10,11,2,0.9090909090909091
59.4,21500000,5,22,2,0.22727272727272727
47.0,14990000,6,24,2,0.25
77.0,53000000,4,9,2,0.4444444444444444
54.0,20000000,11,16,2,0.6875
53.7,29900000,2,16,2,0.125
42.5,13500000,5,5,2,1.0
42.8,14100000,3,9,2,0.3333333333333333
73.1,64500000,5,17,2,0.29411764705882354
43.4,10890000,1,9,2,0.1111111111111111
56.7,13700000,12,17,2,0.7058823529411765
44.5,16400000,9,9,2,1.0
80.0,32000000,7,8,2,0.875
53.34,39975000,9,12,2,0.75
50.0,60500000,17,34,2,0.5
122.0,74000000,6,6,2,1.0
60.0,56000000,4,15,2,0.26666666666666666
61.4,15490000,8,14,2,0.5714285714285714
46.0,30500000,14,26,2,0.5384615384615384
53.0,33000000,3,14,2,0.21428571428571427
61.4,15500000,11,12,2,0.9166666666666666
88.0,51900000,16,21,2,0.7619047619047619
88.0,59350000,9,12,2,0.75
32.0,15700000,5,32,2,0.15625
55.0,56000000,4,28,2,0.14285714285714285
46.5,15700000,7,9,2,0.7777777777777778
49.6,66960000,5,6,2,0.8333333333333334
45.8,15999999,17,24,2,0.7083333333333334
40.3,15990000,11,31,2,0.3548387096774194
54.0,16300000,9,15,2,0.6
65.7,16750000,8,22,2,0.36363636363636365
62.3,18500000,6,33,2,0.18181818181818182
70.3,17000000,2,3,2,0.6666666666666666
65.8,30000000,16,28,2,0.5714285714285714
46.1,17290000,2,14,2,0.14285714285714285
52.6,17500000,12,14,2,0.8571428571428571
69.0,17500000,6,10,2,0.6
51.0,17950000,2,17,2,0.11764705882352941
71.9,39000000,9,9,2,1.0
72.0,29000000,3,27,2,0.1111111111111111
34.0,13850000,3,9,2,0.3333333333333333
57.0,30900000,14,24,2,0.5833333333333334
45.3,13500000,5,9,2,0.5555555555555556
51.1,22000000,10,25,2,0.4
72.2,12000000,6,9,2,0.6666666666666666
51.1,55000000,17,32,2,0.53125
63.7,11000000,1,14,2,0.07142857142857142
64.0,27500000,12,33,2,0.36363636363636365
68.0,48000000,3,19,2,0.15789473684210525
45.0,11000000,1,9,2,0.1111111111111111
61.0,23000000,17,25,2,0.68
68.8,49900000,4,36,2,0.1111111111111111
45.0,41000000,3,7,2,0.42857142857142855
66.8,19900000,8,15,2,0.5333333333333333
67.2,50499000,4,13,2,0.3076923076923077
66.8,35500000,22,24,2,0.9166666666666666
40.8,13500000,7,9,2,0.7777777777777778
53.1,18400000,1,9,2,0.1111111111111111
82.5,30000000,7,8,2,0.875
45.0,10100000,2,12,2,0.16666666666666666
55.4,19500000,2,8,2,0.25
53.7,18150000,15,25,2,0.6
