author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
ID 56665172,homeowner,https://www.cian.ru/sale/flat/315553839/,Москва,sale,flat,11,20,3,85.0,-1,0,48000000,Свиблово,проезд Серебрякова,11к1,Ботанический сад,Silver
ВСЕ НАЧИНАЕТСЯ С МЕЧТЫ,real_estate_agent,https://www.cian.ru/sale/flat/316334575/,Москва,sale,flat,6,16,3,76.0,-1,0,48500000,Беговой,Ленинградский проспект,вл8,Белорусская,Slava
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/306100241/,Москва,sale,flat,4,18,3,70.0,-1,0,49500000,Беговой,Ленинградский проспект,29к2,Динамо,Царская площадь
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/309661629/,Москва,sale,flat,7,18,3,146.0,-1,0,50000000,Кунцево,Кунцевская ,6,Рабочий посёлок,
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/316718206/,Москва,sale,flat,3,21,3,72.0,-1,0,49800000,Хорошевский,Хорошевское шоссе,25Ак3,Хорошёвская,Династия
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/315097967/,Москва,sale,flat,4,5,3,147.0,-1,0,49900000,Головинский,Михалковская ,46к3,Коптево,
ALVO Group,real_estate_agent,https://www.cian.ru/sale/flat/310789500/,Москва,sale,flat,9,12,3,86.0,-1,0,50000000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
AR Realty - Real Estate Agency,real_estate_agent,https://www.cian.ru/sale/flat/311679896/,Москва,sale,flat,4,8,3,92.0,-1,0,50400000,Якиманка,Ленинский проспект,11С1,Октябрьская,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/316375730/,Москва,sale,flat,10,14,3,68.9,-1,0,50800000,Раменки,проспект Генерала Дорохова,39к2Л,Минская,Собрание клубных домов West Garden
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/315698100/,Москва,sale,flat,19,19,3,105.6,-1,0,52000000,Хорошево-Мневники,Шелепихинская набережная,42к1,Мнёвники,FreeDOM
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/313868365/,Москва,sale,flat,3,37,3,85.6,-1,0,52000000,Хорошево-Мневники,Шелепихинская набережная,34к1зд4,Шелепиха,Сердце Столицы
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/307219363/,Москва,sale,flat,8,13,3,68.6,-1,0,52500000,Раменки,проспект Генерала Дорохова,39к2Б,Минская,Собрание клубных домов West Garden
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/312578295/,Москва,sale,flat,24,27,3,99.0,-1,0,53000000,Академический,Нахимовский проспект,56,Профсоюзная,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/314118641/,Москва,sale,flat,17,27,3,112.0,-1,0,53300000,Якиманка,Мытная ,40к2,Серпуховская,Sky House
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/314117084/,Москва,sale,flat,22,29,3,110.0,-1,0,54200000,Якиманка,Мытная ,40к4,Серпуховская,Sky House
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/316071269/,Москва,sale,flat,24,25,3,126.0,-1,0,54000000,Очаково-Матвеевское,Мичуринский проспект,80,Озёрная,
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/315963610/,Москва,sale,flat,13,22,3,103.0,-1,0,55000000,Останкинский,проезд Ольминского,4,ВДНХ,Сенатор
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300005751/,Москва,sale,flat,7,7,3,71.0,-1,0,55000000,Пресненский,Большая Никитская ,31,Арбатская,
Маргарита Мендель,realtor,https://www.cian.ru/sale/flat/316056528/,Москва,sale,flat,37,41,3,71.0,-1,0,55000000,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
ID 413522,realtor,https://www.cian.ru/sale/flat/312555651/,Москва,sale,flat,11,13,3,68.8,-1,0,57500000,Раменки,проспект Генерала Дорохова,39к2Б,Минская,Собрание клубных домов West Garden
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/315139221/,Москва,sale,flat,37,39,3,94.2,-1,0,58000000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/294721400/,Москва,sale,flat,21,41,3,118.0,-1,0,58800000,Хорошево-Мневники,Шелепихинская набережная,34к6,Шелепиха,Сердце Столицы
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/314111624/,Москва,sale,flat,5,18,3,98.2,-1,0,58500000,Раменки, Янковского,1к2,Аминьевская,Событие
Time Property,real_estate_agent,https://www.cian.ru/sale/flat/313984874/,Москва,sale,flat,15,43,3,82.6,-1,0,59000000,Хорошево-Мневники,Шелепихинская набережная,40к1,Шелепиха,Sydney City
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/315139220/,Москва,sale,flat,30,39,3,100.2,-1,0,59900000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
CENTURY21 Феникс,real_estate_agent,https://www.cian.ru/sale/flat/316624652/,Москва,sale,flat,2,5,3,105.0,-1,0,60000000,Арбат,Новинский бульвар,13С6,Смоленская,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/302312260/,Москва,sale,flat,15,15,3,97.0,-1,0,61000000,Беговой,Ленинградский проспект,29к3,Динамо,Царская площадь
Ольга Сергеева,realtor,https://www.cian.ru/sale/flat/315776812/,Москва,sale,flat,8,20,3,85.0,-1,0,61500000,Беговой,Ленинградский проспект,29к2,Динамо,Царская площадь
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/314118729/,Москва,sale,flat,14,27,3,130.0,-1,0,61900000,Якиманка,Мытная ,40к2,Серпуховская,Sky House
Оптима МСК,official_representative,https://www.cian.ru/sale/flat/316873184/,Москва,sale,flat,3,4,3,93.0,-1,0,62310000,Мещанский,Олимпийский проспект,12,Цветной бульвар,Sole Hills
Омега-Эстейт,real_estate_agent,https://www.cian.ru/sale/flat/315342745/,Москва,sale,flat,1,18,3,122.0,-1,0,62000000,Ломоносовский, Архитектора Власова,6,Профсоюзная,Вавилово
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/314118560/,Москва,sale,flat,19,27,3,131.0,-1,0,63700000,Якиманка,Мытная ,40к2,Серпуховская,Sky House
Leto Estate,real_estate_agent,https://www.cian.ru/sale/flat/315420715/,Москва,sale,flat,10,30,3,106.2,-1,0,64000000,Покровское-Стрешнево,Сосновая аллея,1,Щукинская,Зодиак
ID 91109179,real_estate_agent,https://www.cian.ru/sale/flat/294368903/,Москва,sale,flat,41,78,3,92.0,-1,0,64000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
ID 24365183,homeowner,https://www.cian.ru/sale/flat/316312777/,Москва,sale,flat,7,13,3,92.0,-1,0,63900000,Раменки,проспект Генерала Дорохова,39к2Б,Минская,Собрание клубных домов West Garden
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/314676381/,Москва,sale,flat,10,28,3,95.59,-1,0,65000000,Пресненский, Пресненский Вал,27С2,Белорусская,Republic
MOD Estate,real_estate_agent,https://www.cian.ru/sale/flat/314648487/,Москва,sale,flat,20,23,3,124.0,-1,0,65000000,Войковский,Выборгская ,7к1,Водный стадион,Невский
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/314669483/,Москва,sale,flat,28,29,3,117.0,-1,0,65000000,Хорошево-Мневники,Шелепихинская набережная,40к3,Шелепиха,Sydney City
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/316721155/,Москва,sale,flat,2,9,3,76.0,-1,0,65000000,Пресненский,Малая Никитская ,16/5,Баррикадная,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315774790/,Москва,sale,flat,11,22,3,119.0,-1,0,65900000,Раменки,Минская ,1ГК1,Ломоносовский проспект,Золотые Ключи 2
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/308424075/,Москва,sale,flat,5,7,3,130.0,-1,0,65990000,Крылатское,Крылатская ,45К2,Крылатское,Долина грез
ID 17566529,realtor,https://www.cian.ru/sale/flat/314844317/,Москва,sale,flat,6,9,3,97.0,-1,0,66000000,Таганский,Новоспасский переулок,3К1,Пролетарская,
АЯКС,real_estate_agent,https://www.cian.ru/sale/flat/316185584/,Москва,sale,flat,18,22,3,138.8,-1,0,66624000,Якиманка,Мытная ,40к1,Серпуховская,Sky House
ID 123948122,realtor,https://www.cian.ru/sale/flat/314197796/,Москва,sale,flat,2,18,3,99.1,-1,0,66892500,Хамовники,Комсомольский проспект,32,Фрунзенская,
CENTURY 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/309888241/,Москва,sale,flat,24,29,3,79.0,-1,0,67000000,Хорошево-Мневники,Шелепихинская набережная,40к3,Шелепиха,Sydney City
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/314116736/,Москва,sale,flat,5,27,3,130.4,-1,0,68000000,Якиманка,Мытная ,40к2,Серпуховская,Sky House
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/315703989/,Москва,sale,flat,9,32,3,156.0,-1,0,68000000,Аэропорт,Кочновский проезд,4к2,Гражданская,Аэробус
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/309569667/,Москва,sale,flat,26,43,3,121.1,-1,0,68650000,Фили-Давыдково,Давыдковская ,3,Славянский бульвар,Эдельвейс
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/314194751/,Москва,sale,flat,14,14,3,93.6,-1,0,70200000,Даниловский, Архитектора Щусева,2к1,ЗИЛ,ЗИЛАРТ
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/315703480/,Москва,sale,flat,11,12,3,112.0,-1,0,70000000,Аэропорт,Ленинградский проспект,36с30,Динамо,ВТБ Арена парк
ID 123948122,realtor,https://www.cian.ru/sale/flat/314196756/,Москва,sale,flat,2,18,3,97.0,-1,0,70325000,Хамовники,Комсомольский проспект,32,Фрунзенская,
ID 109135729,realtor,https://www.cian.ru/sale/flat/315031605/,Москва,sale,flat,12,14,3,92.2,-1,0,71500000,Раменки,проспект Генерала Дорохова,39к1А,Поклонная,Собрание клубных домов West Garden
ID 91109179,real_estate_agent,https://www.cian.ru/sale/flat/294466907/,Москва,sale,flat,44,65,3,96.0,-1,0,74000000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/316794882/,Москва,sale,flat,7,9,3,150.0,-1,0,75000000,Таганский,Наставнический переулок,3,Чкаловская,Royal House on Yauza
Центр Содействия Союз,real_estate_agent,https://www.cian.ru/sale/flat/316277266/,Москва,sale,flat,26,31,3,125.0,-1,0,75000000,Щукино,Авиационная ,77к2,Щукинская,Алые Паруса
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/315148513/,Москва,sale,flat,4,18,3,92.4,-1,0,75000000,Раменки,Ломоносовский проспект,25к5,Университет,Dominion
Time Property,real_estate_agent,https://www.cian.ru/sale/flat/315077230/,Москва,sale,flat,3,4,3,82.3,-1,0,75839000,Мещанский,Олимпийский проспект,12,Цветной бульвар,Sole Hills
Елена Аверина,realtor,https://www.cian.ru/sale/flat/316744891/,Москва,sale,flat,5,6,3,92.4,-1,0,76000000,Пресненский,Мерзляковский переулок,13,Арбатская,
ID 413522,realtor,https://www.cian.ru/sale/flat/304329840/,Москва,sale,flat,7,13,3,114.0,-1,0,77500000,Замоскворечье,Мытная ,7с1,Серпуховская,Английский квартал
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/316821127/,Москва,sale,flat,1,6,3,93.0,-1,0,81000000,Пресненский,Большой Предтеченский переулок,14,Улица 1905 года,
ID 91109179,real_estate_agent,https://www.cian.ru/sale/flat/294465896/,Москва,sale,flat,45,78,3,123.0,-1,0,82000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316539363/,Москва,sale,flat,3,5,3,100.0,-1,0,83000000,Пресненский, Пресненский Вал,16С3,Улица 1905 года,Дом на Пресненском Валу
AR Realty - Real Estate Agency,real_estate_agent,https://www.cian.ru/sale/flat/312202286/,Москва,sale,flat,18,34,3,85.0,-1,0,82900000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/290338939/,Москва,sale,flat,10,32,3,140.0,-1,0,85000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/311998439/,Москва,sale,flat,4,5,3,89.1,-1,0,85000000,Арбат,Трубниковский переулок,11,Смоленская,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/314926016/,Москва,sale,flat,25,41,3,113.1,-1,0,87500000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/312194618/,Москва,sale,flat,16,19,3,94.7,-1,0,89000000,Беговой,Ленинградский проспект,29к1,Динамо,Царская площадь
ID 109135729,realtor,https://www.cian.ru/sale/flat/311492332/,Москва,sale,flat,23,31,3,100.0,-1,0,93000000,Филевский парк,Береговой проезд,5Ак1,Фили,Фили Град
Choice Estate,real_estate_agent,https://www.cian.ru/sale/flat/308135787/,Москва,sale,flat,11,53,3,115.0,-1,0,95000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Eleven group,real_estate_agent,https://www.cian.ru/sale/flat/308301854/,Москва,sale,flat,11,17,3,150.0,-1,0,95000000,Тверской,Тихвинская ,39,Савёловская,Тихвинская усадьба
Moscow Estate Group,real_estate_agent,https://www.cian.ru/sale/flat/303496089/,Москва,sale,flat,24,30,3,177.0,-1,0,96000000,Очаково-Матвеевское,Нежинская ,1к4,Славянский бульвар,Кутузовская Ривьера
One Life,real_estate_agent,https://www.cian.ru/sale/flat/311180407/,Москва,sale,flat,15,18,3,176.9,-1,0,95900000,Хорошевский, Гризодубовой,4К4,ЦСКА,Гранд-парк
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/309619938/,Москва,sale,flat,10,13,3,96.7,-1,0,99500000,Пресненский, Сергея Макеева,9к3,Улица 1905 года,RedSide
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/315287864/,Москва,sale,flat,3,8,3,136.0,-1,0,102000000,Басманный,набережная Академика Туполева,15,Бауманская,Каскад
Prime Realty,real_estate_agent,https://www.cian.ru/sale/flat/314083773/,Москва,sale,flat,4,39,3,117.0,-1,0,104000000,Раменки,Минская ,2,Минская,Долина Сетунь
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/316136953/,Москва,sale,flat,33,76,3,185.8,-1,0,106079016,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
RICCI жилая недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/314901212/,Москва,sale,flat,14,22,3,153.7,-1,0,107000000,Покровское-Стрешнево,бульвар Чкаловский,6к1,Спартак,Клубный город на реке Primavera
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/310622669/,Москва,sale,flat,8,15,3,123.3,-1,0,115000000,Раменки,Мичуринский проспект,6к3,Ломоносовский проспект,
FS PROPERTY,real_estate_agent,https://www.cian.ru/sale/flat/314643010/,Москва,sale,flat,17,19,3,150.0,-1,0,120000000,Якиманка, Шаболовка,10к1,Октябрьская,Созвездие Капитал-2
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303620291/,Москва,sale,flat,13,57,3,130.0,-1,0,121124899,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/305905990/,Москва,sale,flat,2,15,3,126.0,-1,0,122342400,Дорогомилово,Студенческая ,20к1,Студенческая,Студенческая 20
ID 413522,realtor,https://www.cian.ru/sale/flat/316332677/,Москва,sale,flat,7,9,3,87.7,-1,0,125000000,Хамовники,Саввинская набережная,13,Киевская,SAVVIN RIVER RESIDENCE
ALVO Group,real_estate_agent,https://www.cian.ru/sale/flat/298496616/,Москва,sale,flat,3,6,3,126.0,-1,0,126000000,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/315288286/,Москва,sale,flat,3,4,3,124.0,-1,0,130000000,Тверской, Петровка,28,Чеховская,
Аврора Проперти,real_estate_agent,https://www.cian.ru/sale/flat/308799392/,Москва,sale,flat,4,6,3,111.3,-1,0,133560000,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa
Максим Вахонин,realtor,https://www.cian.ru/sale/flat/314390197/,Москва,sale,flat,2,7,3,124.0,-1,0,139000000,Якиманка, Большая Полянка,44/2,Полянка,Полянка/44
EMERALD ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/314775089/,Москва,sale,flat,3,8,3,110.9,-1,0,139000000,Раменки,Мосфильмовская ,1к4,Ломоносовский проспект,Вишневый сад
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/315241229/,Москва,sale,flat,2,7,3,123.0,-1,0,139837500,Якиманка, Большая Полянка,44,Полянка,Полянка/44
Alpha Star Properties,real_estate_agent,https://www.cian.ru/sale/flat/276264575/,Москва,sale,flat,10,16,3,125.0,-1,0,140000000,Хамовники,Ружейный переулок,3,Смоленская,Смоленская Застава
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/313351516/,Москва,sale,flat,3,7,3,125.0,-1,0,145000000,Якиманка, Большая Полянка,44,Полянка,Полянка/44
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316663931/,Москва,sale,flat,6,9,3,156.0,-1,0,150000000,Хорошево-Мневники, Нижние Мневники,10,Терехово ,Остров
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/316660788/,Москва,sale,flat,2,11,3,119.2,-1,0,150000000,Хамовники,Погодинская ,4,Фрунзенская,GRAND DELUXE на Плющихе
ID 413522,realtor,https://www.cian.ru/sale/flat/316662543/,Москва,sale,flat,8,8,3,100.0,-1,0,150000000,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский
Аврора Проперти,real_estate_agent,https://www.cian.ru/sale/flat/316716989/,Москва,sale,flat,3,6,3,111.9,-1,0,150000000,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa
LuxEstate,real_estate_agent,https://www.cian.ru/sale/flat/312939091/,Москва,sale,flat,5,7,3,125.0,-1,0,158686500,Якиманка, Большая Полянка,44,Полянка,Полянка/44
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/303470941/,Москва,sale,flat,6,57,3,160.0,-1,0,163123200,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/316426314/,Москва,sale,flat,31,31,3,161.0,-1,0,168000000,Хорошевский,Ленинградский проспект,37/5,ЦСКА,Прайм Парк
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/306008768/,Москва,sale,flat,22,53,3,153.0,-1,0,167970000,Раменки,Мосфильмовская ,8,Поклонная,Дом на Мосфильмовской
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/310475996/,Москва,sale,flat,16,17,3,82.0,-1,0,170000000,Беговой, 1-я Ямского Поля,1к1,Белорусская,Slava
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/316826365/,Москва,sale,flat,4,8,3,134.0,-1,0,170000000,Красносельский,Милютинский переулок,3,Лубянка,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/315641202/,Москва,sale,flat,28,32,3,127.9,-1,0,179200000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Choice Estate,real_estate_agent,https://www.cian.ru/sale/flat/303535121/,Москва,sale,flat,8,11,3,138.8,-1,0,179435520,Хамовники, Усачева,2С3,Фрунзенская,Фьюжн парк
ID 112735308,real_estate_agent,https://www.cian.ru/sale/flat/316323445/,Москва,sale,flat,4,15,3,84.6,-1,0,185000000,Хамовники,Олсуфьевский переулок,9к1,Фрунзенская,White Khamovniki
ID 109135729,realtor,https://www.cian.ru/sale/flat/313900790/,Москва,sale,flat,3,14,3,105.2,-1,0,192500000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308058150/,Москва,sale,flat,3,12,3,200.0,-1,0,194000000,Тверской,1-й Тверской-Ямской переулок,11,Маяковская,
Союз Девелоперов Москвы,real_estate_agent,https://www.cian.ru/sale/flat/314640287/,Москва,sale,flat,6,16,3,124.7,-1,0,199000000,Раменки,Воробьевское шоссе,4С1,Поклонная,Воробьёв Дом
Prime,real_estate_agent,https://www.cian.ru/sale/flat/316381093/,Москва,sale,flat,14,21,3,135.0,-1,0,198000000,Пресненский, Костикова,4к3,Улица 1905 года,Lucky
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/315197795/,Москва,sale,flat,8,8,3,101.61,-1,0,204000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/312659731/,Москва,sale,flat,8,8,3,101.61,-1,0,204000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/302812231/,Москва,sale,flat,3,8,3,169.0,-1,0,205000000,Хамовники,1-й Зачатьевский переулок,5,Парк Культуры,Новая Остоженка
Аврора Проперти,real_estate_agent,https://www.cian.ru/sale/flat/307320822/,Москва,sale,flat,3,9,3,130.0,-1,0,205000000,Хамовники,Саввинская набережная,13,Киевская,SAVVIN RIVER RESIDENCE
Vesco Realty,real_estate_agent,https://www.cian.ru/sale/flat/281304705/,Москва,sale,flat,4,7,3,140.0,-1,0,210000000,Арбат,1-й Смоленский переулок,21,Смоленская,Smolensky De Luxe
САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/306876910/,Москва,sale,flat,3,14,3,105.2,-1,0,210400000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/313083292/,Москва,sale,flat,2,3,3,171.0,-1,0,218990000,Хамовники,Нащокинский переулок,8,Кропоткинская,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/313416991/,Москва,sale,flat,5,13,3,107.0,-1,0,229900000,Хамовники,Погодинская ,2,Фрунзенская,Жизнь на Плющихе
Аврора Проперти,real_estate_agent,https://www.cian.ru/sale/flat/313686860/,Москва,sale,flat,8,10,3,141.0,-1,0,231000000,Замоскворечье,Большая Татарская ,7к3,Новокузнецкая,Четыре солнца
САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/304486156/,Москва,sale,flat,6,11,3,118.0,-1,0,236000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
FS PROPERTY,real_estate_agent,https://www.cian.ru/sale/flat/289971025/,Москва,sale,flat,7,22,3,206.0,-1,0,247000000,Арбат,Малый Новопесковский переулок,8,Смоленская,Дом на Смоленской набережной
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/315034169/,Москва,sale,flat,11,14,3,131.3,-1,0,250000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
ID 109135729,realtor,https://www.cian.ru/sale/flat/313647439/,Москва,sale,flat,8,14,3,135.0,-1,0,250000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Центрис,real_estate_agent,https://www.cian.ru/sale/flat/314623373/,Москва,sale,flat,8,14,3,151.26,-1,0,275000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
ID 109135729,realtor,https://www.cian.ru/sale/flat/314527076/,Москва,sale,flat,5,12,3,136.9,-1,0,278000000,Хамовники, Усачева,13,Спортивная,Садовые кварталы
ID 109135729,realtor,https://www.cian.ru/sale/flat/311491836/,Москва,sale,flat,5,9,3,137.0,-1,0,290000000,Таганский,Большой Николоворобинский переулок,9к1,Китай-город,Дом NV/9
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/315034173/,Москва,sale,flat,5,12,3,136.9,-1,0,300000000,Хамовники, Усачева,13,Спортивная,Садовые кварталы
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/314105048/,Москва,sale,flat,5,12,3,136.9,-1,0,300000000,Хамовники, Усачева,13,Спортивная,Садовые кварталы
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/315637662/,Москва,sale,flat,6,14,3,102.0,-1,0,310000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
ID 413522,realtor,https://www.cian.ru/sale/flat/316714224/,Москва,sale,flat,4,12,3,148.0,-1,0,320000000,Хамовники,Малая Пироговская ,8,Спортивная,Barrin House
Delta estate,real_estate_agent,https://www.cian.ru/sale/flat/310230535/,Москва,sale,flat,2,5,3,130.0,-1,0,320000000,Хамовники,Пречистенская набережная,7,Парк Культуры,Кленовый DOM
ID 129511393,homeowner,https://www.cian.ru/sale/flat/315703844/,Москва,sale,flat,7,15,3,120.0,-1,0,350000000,Хамовники, Усачева,15,Спортивная,Садовые кварталы
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/316988539/,Москва,sale,flat,7,10,3,170.5,-1,0,360000000,Мещанский,Звонарский переулок,3,Трубная,Zvonarsky Deluxe
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/315044908/,Москва,sale,flat,2,8,3,246.0,-1,0,367027200,Хамовники,переулок Хилков,1,Парк Культуры,Парк Палас
MUST HAVE BURO,real_estate_agent,https://www.cian.ru/sale/flat/315398773/,Москва,sale,flat,4,5,3,137.0,-1,0,430500000,Тверской, Большая Дмитровка,9С1,Театральная,Большая Дмитровка IX
Unique,real_estate_agent,https://www.cian.ru/sale/flat/308450352/,Москва,sale,flat,69,75,3,269.4,-1,0,432276480,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Аврора Проперти,real_estate_agent,https://www.cian.ru/sale/flat/316375365/,Москва,sale,flat,5,6,3,128.9,-1,0,455000000,Хамовники,Пожарский переулок,3,Кропоткинская,Villa Grace
Центрис,real_estate_agent,https://www.cian.ru/sale/flat/314135040/,Москва,sale,flat,11,12,3,242.97,-1,0,490000000,Хамовники, Усачева,11И,Спортивная,Садовые кварталы
ID 109135729,realtor,https://www.cian.ru/sale/flat/315809196/,Москва,sale,flat,11,12,3,230.32,-1,0,488900000,Хамовники, Усачева,11И,Спортивная,Садовые кварталы
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/308905648/,Москва,sale,flat,11,12,3,230.32,-1,0,500000000,Хамовники, Усачева,11И,Спортивная,Садовые кварталы
САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/308899682/,Москва,sale,flat,11,12,3,230.32,-1,0,500000000,Хамовники, Усачева,11И,Спортивная,Садовые кварталы
Ашихмин и партнёры,real_estate_agent,https://www.cian.ru/sale/flat/313523889/,Москва,sale,flat,4,8,3,151.1,-1,0,528850000,Пресненский,Большой Козихинский переулок,25,Маяковская,Булгаков
ID 413522,realtor,https://www.cian.ru/sale/flat/307657662/,Москва,sale,flat,6,7,3,203.1,-1,0,611712000,Хамовники, Ефремова,19к2,Спортивная,Knightsbridge Private Park
Аврора Проперти,real_estate_agent,https://www.cian.ru/sale/flat/315855668/,Москва,sale,flat,9,9,3,171.0,-1,0,670000000,Хамовники,Малая Пироговская ,12,Спортивная,Пироговская 14
