author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/314626137/,Москва,sale,flat,23,25,2,55.0,-1,0,24500000,Фили-Давыдково,Славянский бульвар,9к6,Славянский бульвар,Квартал Триумфальный
CENTURY 21 RnB Estate,real_estate_agent,https://www.cian.ru/sale/flat/315980054/,Москва,sale,flat,2,5,2,61.5,-1,0,25000000,Дорогомилово,Студенческая ,39,Кутузовская,
Estes,real_estate_agent,https://www.cian.ru/sale/flat/315703659/,Москва,sale,flat,7,25,2,47.0,-1,0,24950000,Обручевский, Академика Челомея,3,Калужская,
Доступная Недвижимость. 8 отдел,real_estate_agent,https://www.cian.ru/sale/flat/316511200/,Москва,sale,flat,7,8,2,59.4,-1,0,25000000,Гагаринский,Ломоносовский проспект,4К1,Профсоюзная,
Эребуни Керопян,realtor,https://www.cian.ru/sale/flat/313389586/,Москва,sale,flat,25,32,2,73.0,-1,0,24950000,Ховрино,Клинская ,2Ак7,Грачёвская,мой адрес На Клинской
RED,real_estate_agent,https://www.cian.ru/sale/flat/316931048/,Москва,sale,flat,2,15,2,56.5,-1,0,25400000,Хорошевский,Ходынский бульвар,2,ЦСКА,Лайнер
ТАНДЕМ,real_estate_agent,https://www.cian.ru/sale/flat/309049229/,Москва,sale,flat,6,7,2,47.4,-1,0,25499000,Тверской,Долгоруковская ,39/6,Новослободская,
Homeprice,real_estate_agent,https://www.cian.ru/sale/flat/316138289/,Москва,sale,flat,8,8,2,47.8,-1,0,25800000,Ломоносовский,Ленинский проспект,87,Новаторская,
ID 127113909,homeowner,https://www.cian.ru/sale/flat/316783487/,Москва,sale,flat,17,23,2,40.0,-1,0,25800000,Хорошевский,9Ак6,9Ак6,Полежаевская,Зорге 9 ЖК
СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/315963245/,Москва,sale,flat,5,18,2,80.0,-1,0,26000000,Нижегородский,Нижегородская ,84к1,Нижегородская,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316675012/,Москва,sale,flat,12,12,2,43.4,-1,0,25990000,Якиманка, Большая Якиманка,32,Октябрьская,
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/315389750/,Москва,sale,flat,20,25,2,69.9,-1,0,25999000,Тропарево-Никулино,Никулинская ,12К2,Озёрная,
Алексей Александров,realtor,https://www.cian.ru/sale/flat/312945230/,Москва,sale,flat,26,31,2,50.7,-1,0,26500000,Можайский, Петра Алексеева,14,Давыдково,Кутузов Град
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/314083372/,Москва,sale,flat,6,28,2,69.1,-1,0,26700000,Даниловский,набережная Марка Шагала,11к2,ЗИЛ,Shagal
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/314012440/,Москва,sale,flat,9,10,2,55.0,-1,0,27000000,Сокол,Волоколамское шоссе,10,Стрешнево,
10 HOMES,real_estate_agent,https://www.cian.ru/sale/flat/315062032/,Москва,sale,flat,5,9,2,50.0,-1,0,27000000,Беговой,Верхняя ,3К2,Белорусская,
ID 46158285,unknown,https://www.cian.ru/sale/flat/316164160/,Москва,sale,flat,9,43,2,43.5,-1,0,27750000,Хорошево-Мневники,Шелепихинская набережная,40к1,Шелепиха,Sydney City
Эстер,real_estate_agent,https://www.cian.ru/sale/flat/315801497/,Москва,sale,flat,6,9,2,56.0,-1,0,27800000,Дорогомилово,Большая Дорогомиловская ,9,Киевская,
Виктория Горбунова,realtor,https://www.cian.ru/sale/flat/315759494/,Москва,sale,flat,6,20,2,56.0,-1,0,28000000,Филевский парк,Большая Филевская ,3к1,Фили,Западный порт
QuickHome,real_estate_agent,https://www.cian.ru/sale/flat/316598429/,Москва,sale,flat,2,9,2,55.2,-1,0,28000000,Дорогомилово, 1812 года,8К1,Парк Победы,
ID 97073310,realtor,https://www.cian.ru/sale/flat/316955065/,Москва,sale,flat,5,9,2,55.7,-1,0,27900000,Пресненский, Пресненский Вал,8К2,Улица 1905 года,
ID 352230,homeowner,https://www.cian.ru/sale/flat/299903271/,Москва,sale,flat,5,10,2,56.0,-1,0,28500000,Дорогомилово,Большая Дорогомиловская ,11,Киевская,
Vmestate,real_estate_agent,https://www.cian.ru/sale/flat/315582528/,Москва,sale,flat,1,6,2,57.4,-1,0,29000000,Пресненский,переулок Красина,16С1,Баррикадная,Дом на Красина
МИР-Н,real_estate_agent,https://www.cian.ru/sale/flat/315824072/,Москва,sale,flat,7,17,2,68.0,-1,0,29000000,Хорошевский,Ходынский бульвар,20А,ЦСКА,Лайнер
ID 252475,realtor,https://www.cian.ru/sale/flat/316363176/,Москва,sale,flat,3,9,2,57.9,-1,0,28990000,Хорошево-Мневники,3-я Хорошевская ,17А,Зорге,Вереск
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/313926928/,Москва,sale,flat,17,53,2,65.0,-1,0,29500000,Пресненский,Шмитовский проезд,39к8,Шелепиха,Headliner
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316429887/,Москва,sale,flat,3,12,2,58.0,-1,0,29500000,Замоскворечье,Стремянный переулок,2,Павелецкая,Стремянный 2
ID 54133659,real_estate_agent,https://www.cian.ru/sale/flat/315853578/,Москва,sale,flat,16,19,2,59.57,-1,0,29371134,Басманный,Малая Почтовая ,12С1,Бауманская,
ID 18408193,homeowner,https://www.cian.ru/sale/flat/315901927/,Москва,sale,flat,6,22,2,55.0,-1,0,29700000,Щукино, Берзарина,30А,Октябрьское поле,Октябрьское поле
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/315059135/,Москва,sale,flat,7,9,2,73.5,-1,0,30000000,Даниловский,набережная Марка Шагала,11к1,ЗИЛ,Shagal
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/305747344/,Москва,sale,flat,7,22,2,85.4,-1,0,30000000,Очаково-Матвеевское,Нежинская ,9К1,Матвеевская,
Ордер,real_estate_agent,https://www.cian.ru/sale/flat/312515460/,Москва,sale,flat,6,8,2,43.0,-1,0,29950000,Лефортово,шоссе Энтузиастов,1к1,Москва-Товарная,Символ
Prime Estate,real_estate_agent,https://www.cian.ru/sale/flat/314538072/,Москва,sale,flat,33,33,2,62.0,-1,0,29800000,Кунцево, Академика Павлова,56к1,Крылатское,Академика Павлова
Эстер,real_estate_agent,https://www.cian.ru/sale/flat/316191158/,Москва,sale,flat,6,7,2,49.9,-1,0,30300000,Дорогомилово,Кутузовский проспект,24,Москва-Сити,
Ольга Свилёва,realtor,https://www.cian.ru/sale/flat/295973811/,Москва,sale,flat,27,27,2,54.3,-1,0,30300000,Очаково-Матвеевское,Аминьевское шоссе,4Дк2,Аминьевская,Вестердам
БЕСТ-Недвижимость на Баррикадной,real_estate_agent,https://www.cian.ru/sale/flat/315397118/,Москва,sale,flat,5,8,2,57.1,-1,0,31000000,Ломоносовский,Ленинский проспект,78,Вавиловская,
ID 45197032,homeowner,https://www.cian.ru/sale/flat/316092206/,Москва,sale,flat,9,9,2,40.5,-1,0,30900000,Пресненский, Пресненский Вал,8К1,Улица 1905 года,
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/315974003/,Москва,sale,flat,9,19,2,57.0,-1,0,31200000,Хорошево-Мневники,Карамышевская набережная,34,Народное Ополчение,Wellton park
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/315665210/,Москва,sale,flat,5,11,2,74.0,-1,0,31100000,Даниловский,набережная Марка Шагала,11к1,ЗИЛ,Shagal
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/315406192/,Москва,sale,flat,12,13,2,42.0,-1,0,31500000,Беговой,Ленинградский проспект,29к4,Динамо,Царская площадь
Эдуард Сосновский,realtor,https://www.cian.ru/sale/flat/316341725/,Москва,sale,flat,9,12,2,52.0,-1,0,31400000,Дорогомилово,Кутузовский проспект,25,Студенческая,
ID 55918505,unknown,https://www.cian.ru/sale/flat/314538418/,Москва,sale,flat,8,11,2,60.7,-1,0,31500000,Свиблово,Лазоревый проезд,1Ак1,Ботанический сад,LIFE-Ботанический сад
Maroom,real_estate_agent,https://www.cian.ru/sale/flat/315104955/,Москва,sale,flat,8,12,2,57.2,-1,0,31790000,Филевский парк,Большая Филевская ,3к2,Фили,Западный порт
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/309376755/,Москва,sale,flat,37,41,2,69.0,-1,0,31950000,Котловка,Севастопольский проспект,22А,Крымская,Eniteo
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/314581661/,Москва,sale,flat,11,15,2,70.0,-1,0,32320000,Филевский парк,Береговой проезд,5к2,Фили,Фили Град
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/313352904/,Москва,sale,flat,2,26,2,55.0,-1,0,32600000,Филевский парк,Багратионовский проезд,5Ак1,Фили,Filicity
ID 87571476,unknown,https://www.cian.ru/sale/flat/316361076/,Москва,sale,flat,4,16,2,49.5,-1,0,32500000,Раменки, Василия Ланового,3,Аминьевская,Событие
,,https://www.cian.ru/sale/flat/311814270/,Москва,sale,flat,4,6,2,43.0,-1,0,33217500,Хамовники, Усачева,62,Спортивная,
Андрей Алексеев,realtor,https://www.cian.ru/sale/flat/312665876/,Москва,sale,flat,7,26,2,70.0,-1,0,33000000,Филевский парк,Береговой проезд,1Б,Фили,мой адрес На Береговом
Мария Язвенко,realtor,https://www.cian.ru/sale/flat/314119669/,Москва,sale,flat,31,42,2,46.2,-1,0,33000000,Котловка,Севастопольский проспект,22А,Крымская,Eniteo
СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/310839668/,Москва,sale,flat,2,23,2,70.5,-1,0,33500000,Лефортово,Красноказарменная ,14Ак2,Авиамоторная,Пётр I
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/313841030/,Москва,sale,flat,23,36,2,57.0,-1,0,33900000,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,Сердце Столицы
Антон Морозов,realtor,https://www.cian.ru/sale/flat/316639381/,Москва,sale,flat,29,29,2,50.0,-1,0,33900000,Филевский парк,Береговой проезд,3,Фили,Береговой
Эстер,real_estate_agent,https://www.cian.ru/sale/flat/313824155/,Москва,sale,flat,3,5,2,52.0,-1,0,34000000,Тверской,Садовая-Самотечная ,11,Цветной бульвар,
Огни Города,real_estate_agent,https://www.cian.ru/sale/flat/314152492/,Москва,sale,flat,5,11,2,54.7,-1,0,34000000,Басманный,Большая Почтовая ,32к9,Электрозаводская,Резиденции Архитекторов
Estes,real_estate_agent,https://www.cian.ru/sale/flat/314798458/,Москва,sale,flat,11,25,2,79.6,-1,0,34000000,Покровское-Стрешнево,Волоколамское шоссе,81/2с1,Трикотажная,Апартаментный комплекс Level Стрешнево
Московский Квартал,real_estate_agent,https://www.cian.ru/sale/flat/316853432/,Москва,sale,flat,46,47,2,62.0,-1,0,34999990,Обручевский,Ленинский проспект,111к1,Новаторская,Well House на Ленинском
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298572975/,Москва,sale,flat,38,46,2,58.0,-1,0,34900000,Даниловский,Дубининская ,59С1,Серпуховская,Павелецкая Сити
Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/315888913/,Москва,sale,flat,10,12,2,51.5,-1,0,35000000,Аэропорт,Ленинградский проспект,36с36,Динамо,ВТБ Арена парк
Estes,real_estate_agent,https://www.cian.ru/sale/flat/308894976/,Москва,sale,flat,11,37,2,65.0,-1,0,35000000,Раменки,Мосфильмовская ,98к2,Аминьевская,Огни
ID 106347152,homeowner,https://www.cian.ru/sale/flat/306846018/,Москва,sale,flat,10,10,2,60.2,-1,0,35000000,Гагаринский,Университетский проспект,5,Университет,
Мосгрос,real_estate_agent,https://www.cian.ru/sale/flat/316357580/,Москва,sale,flat,4,8,2,60.8,-1,0,35500000,Хамовники,3-я Фрунзенская ,14/37,Фрунзенская,
ID 13140946,homeowner,https://www.cian.ru/sale/flat/316895583/,Москва,sale,flat,4,10,2,70.9,-1,0,36000000,Даниловский,проезд Жуков,21Б,Павелецкая,Level Павелецкая
THE ONE,real_estate_agent,https://www.cian.ru/sale/flat/315314916/,Москва,sale,flat,5,20,2,75.1,-1,0,36000000,Лефортово, Крузенштерна,4,Площадь Ильича,Символ
Абсолют-Центр,real_estate_agent,https://www.cian.ru/sale/flat/315936779/,Москва,sale,flat,11,18,2,71.7,-1,0,36499999,Преображенское,Краснобогатырская ,90С2,Преображенская площадь,Наследие
ТАНДЕМ,real_estate_agent,https://www.cian.ru/sale/flat/314443298/,Москва,sale,flat,7,7,2,69.5,-1,0,36490000,Тверской,Цветной бульвар,23С1,Цветной бульвар,
Андрей Алексеев,realtor,https://www.cian.ru/sale/flat/316545413/,Москва,sale,flat,4,12,2,74.1,-1,0,37000000,Филевский парк,Береговой проезд,1Б,Фили,мой адрес На Береговом
QuickHome,real_estate_agent,https://www.cian.ru/sale/flat/314450071/,Москва,sale,flat,5,6,2,57.1,-1,0,37000000,Хамовники, Доватора,17,Спортивная,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/315059134/,Москва,sale,flat,5,27,2,106.6,-1,0,37990000,Очаково-Матвеевское,Аминьевское шоссе,4Дк2,Аминьевская,Вестердам
Евгения Гась,realtor,https://www.cian.ru/sale/flat/315986419/,Москва,sale,flat,19,40,2,62.0,-1,0,38500000,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ
Diamant Estate,real_estate_agent,https://www.cian.ru/sale/flat/307971591/,Москва,sale,flat,3,14,2,54.0,-1,0,39000000,Аэропорт,Ленинградский проспект,36с38,Динамо,ВТБ Арена парк
Александр Кудинов,realtor,https://www.cian.ru/sale/flat/314924416/,Москва,sale,flat,10,24,2,52.0,-1,0,39500000,Хорошевский,Хорошевское шоссе,25Ак2,Полежаевская,Династия
Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/316033237/,Москва,sale,flat,6,15,2,52.5,-1,0,39500000,Аэропорт,Ленинградский проспект,36с39,Динамо,ВТБ Арена парк
THE ONE,real_estate_agent,https://www.cian.ru/sale/flat/315833943/,Москва,sale,flat,16,25,2,71.0,-1,0,39650000,Хорошево-Мневники,Причальный проезд,10к2,Шелепиха,Level Причальный
Агентство недвижимости Елены Кузнецовой,real_estate_agent,https://www.cian.ru/sale/flat/311150754/,Москва,sale,flat,30,32,2,105.0,-1,0,40900000,Аэропорт,Кочновский проезд,4к1,Гражданская,Аэробус
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/314422270/,Москва,sale,flat,13,40,2,66.0,-1,0,41900000,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/300834452/,Москва,sale,flat,3,3,2,48.0,-1,0,42000000,Красносельский,Мясницкая ,13С10,Тургеневская,
SKYLINE MOSCOW CITY,real_estate_agent,https://www.cian.ru/sale/flat/313290871/,Москва,sale,flat,30,78,2,60.0,-1,0,41999940,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
CENTURY 21 Харламов,real_estate_agent,https://www.cian.ru/sale/flat/313250507/,Москва,sale,flat,5,8,2,60.0,-1,0,42000000,Хамовники,Саввинская набережная,3,Киевская,
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/316716285/,Москва,sale,flat,7,12,2,67.0,-1,0,42600000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
SKYLINE MOSCOW CITY,real_estate_agent,https://www.cian.ru/sale/flat/314645932/,Москва,sale,flat,58,66,2,60.0,-1,0,43000000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
Estes,real_estate_agent,https://www.cian.ru/sale/flat/315764763/,Москва,sale,flat,9,21,2,71.5,-1,0,42900000,Обручевский,Профсоюзная ,68к2,Воронцовская,Родной город. Воронцовский парк
ID 61551971,unknown,https://www.cian.ru/sale/flat/316940932/,Москва,sale,flat,15,20,2,69.0,-1,0,43000000,Сокольники,Рубцовско-Дворцовая ,4,Сокольники,Ренессанс
Алла Шмелева,realtor,https://www.cian.ru/sale/flat/315871996/,Москва,sale,flat,7,24,2,78.0,-1,0,43500000,Хорошевский, Авиаконструктора Сухого,2к1,ЦСКА,ЛИЦА
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/314942626/,Москва,sale,flat,13,32,2,51.0,-1,0,44300000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/315203726/,Москва,sale,flat,13,44,2,73.7,-1,0,44500000,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити
Алиса Исакова,realtor,https://www.cian.ru/sale/flat/315963080/,Москва,sale,flat,11,41,2,48.0,-1,0,45600000,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide
ID 128392802,official_representative,https://www.cian.ru/sale/flat/315450386/,Москва,sale,flat,4,24,2,60.0,-1,0,45500000,Хорошевский,Хорошевское шоссе,25Ак3,Хорошёвская,Династия
Агентство недвижимости Елены Кузнецовой,real_estate_agent,https://www.cian.ru/sale/flat/308559063/,Москва,sale,flat,15,40,2,48.0,-1,0,46300000,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/299013088/,Москва,sale,flat,4,4,2,52.0,-1,0,47000000,Мещанский, Кузнецкий Мост,19С1,Кузнецкий мост,
Агентство недвижимости Елены Кузнецовой,real_estate_agent,https://www.cian.ru/sale/flat/312885405/,Москва,sale,flat,39,57,2,65.0,-1,0,47990000,Тимирязевский,Дмитровский проезд,1,Дмитровская,D1
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/313108991/,Москва,sale,flat,6,7,2,63.0,-1,0,49000000,Якиманка, Большая Полянка,1/3,Полянка,
ВСЕ НАЧИНАЕТСЯ С МЕЧТЫ,real_estate_agent,https://www.cian.ru/sale/flat/316770219/,Москва,sale,flat,20,33,2,60.6,-1,0,50000000,Раменки, Василия Ланового,5,Аминьевская,Событие
ID 128392802,official_representative,https://www.cian.ru/sale/flat/316412228/,Москва,sale,flat,10,24,2,60.0,-1,0,51900000,Хорошевский,Хорошевское шоссе,25Ак1,Полежаевская,Династия
Estes,real_estate_agent,https://www.cian.ru/sale/flat/314767378/,Москва,sale,flat,31,32,2,110.0,-1,0,53500000,Щукино, Расплетина,21,Октябрьское поле,Дом в сосновой роще
Галина Каримова,realtor,https://www.cian.ru/sale/flat/300018901/,Москва,sale,flat,4,9,2,54.4,-1,0,54400000,Беговой,Верхняя ,22,Белорусская,Оливковый дом
SKYLINE MOSCOW CITY,real_estate_agent,https://www.cian.ru/sale/flat/308214401/,Москва,sale,flat,21,89,2,91.0,-1,0,55000000,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,МФК ОКО
CENTURY 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/315591653/,Москва,sale,flat,3,24,2,76.3,-1,0,56000000,Раменки,Мичуринский проспект,3,Ломоносовский проспект,Квартал Шуваловский
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/314587515/,Москва,sale,flat,6,28,2,84.0,-1,0,56500000,Филевский парк, Василисы Кожиной,13,Парк Победы,Квартал апартаментов Match Point
SKYLINE MOSCOW CITY,real_estate_agent,https://www.cian.ru/sale/flat/313307499/,Москва,sale,flat,45,85,2,95.0,-1,0,56000000,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,МФК ОКО
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315971843/,Москва,sale,flat,5,5,2,56.0,-1,0,60000000,Тверской, Петровка,24С2,Трубная,
Friends,real_estate_agent,https://www.cian.ru/sale/flat/316940625/,Москва,sale,flat,9,17,2,85.5,-1,0,64000000,Беговой,Ленинградский проспект,29к1,Динамо,Царская площадь
МЕЗОН,real_estate_agent,https://www.cian.ru/sale/flat/304822441/,Москва,sale,flat,31,49,2,53.0,-1,0,64444000,Хорошево-Мневники, Генерала Глаголева,14Ак1,Народное Ополчение,CRYSTAL Трилогия
FS PROPERTY,real_estate_agent,https://www.cian.ru/sale/flat/315975972/,Москва,sale,flat,1,10,2,82.3,-1,0,65000000,Хамовники,Большая Пироговская ,8,Спортивная,
Агентство недвижимости Елены Кузнецовой,real_estate_agent,https://www.cian.ru/sale/flat/313623687/,Москва,sale,flat,16,41,2,70.0,-1,0,65000000,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк
Агентство недвижимости Елены Кузнецовой,real_estate_agent,https://www.cian.ru/sale/flat/315859136/,Москва,sale,flat,7,41,2,72.0,-1,0,70000000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/312419290/,Москва,sale,flat,4,8,2,55.0,-1,0,70000000,Якиманка,Софийская набережная,34С5,Новокузнецкая,Софийский
MUST HAVE BURO,real_estate_agent,https://www.cian.ru/sale/flat/314535957/,Москва,sale,flat,4,6,2,65.0,-1,0,70000000,Пресненский,Малая Бронная ,22С1,Пушкинская,
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/315650606/,Москва,sale,flat,10,22,2,105.0,-1,0,71900000,Хорошево-Мневники,Живописная ,21А,Серебряный Бор,Дом Серебряный Бор
ID 88474074,homeowner,https://www.cian.ru/sale/flat/316110707/,Москва,sale,flat,15,21,2,116.2,-1,0,74949000,Академический, Дмитрия Ульянова,31,Академическая,Пирамида
Alpha Star Properties,real_estate_agent,https://www.cian.ru/sale/flat/315795006/,Москва,sale,flat,25,61,2,61.0,-1,0,76250000,Пресненский,Краснопресненская набережная,14Ак1,Москва-Сити,Capital Towers
AR Realty - Real Estate Agency,real_estate_agent,https://www.cian.ru/sale/flat/310177853/,Москва,sale,flat,14,19,2,73.0,-1,0,79900000,Хорошево-Мневники,Шелепихинская набережная,34к1зд4,Шелепиха,Сердце Столицы
Ашихмин и партнёры,real_estate_agent,https://www.cian.ru/sale/flat/313472963/,Москва,sale,flat,25,52,2,96.9,-1,0,82365000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
ID 102924934,unknown,https://www.cian.ru/sale/flat/315283644/,Москва,sale,flat,7,12,2,92.0,-1,0,91080000,Раменки, Сергея Бондарчука,6,Мичуринский проспект,Река
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/311397940/,Москва,sale,flat,5,7,2,88.4,-1,0,99096213,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом
МЕЗОН,real_estate_agent,https://www.cian.ru/sale/flat/305417815/,Москва,sale,flat,6,11,2,91.0,-1,0,100000000,Таганский,Котельническая набережная,1/15кВ,Таганская,
ELSTATE,real_estate_agent,https://www.cian.ru/sale/flat/316897168/,Москва,sale,flat,11,20,2,86.2,-1,0,104000000,Пресненский,Мантулинская ,9к5,Москва-Сити,City Park
Alpha Star Properties,real_estate_agent,https://www.cian.ru/sale/flat/315746255/,Москва,sale,flat,25,61,2,85.0,-1,0,106250000,Пресненский,Краснопресненская набережная,14Ак1,Москва-Сити,Capital Towers
Stapler Estate,real_estate_agent,https://www.cian.ru/sale/flat/315340352/,Москва,sale,flat,3,8,2,70.0,-1,0,120000000,Арбат,Староконюшенный переулок,45,Арбатская,Клубный дом на Арбате
СИП,real_estate_agent,https://www.cian.ru/sale/flat/311375489/,Москва,sale,flat,4,4,2,83.0,-1,0,145250000,Пресненский,Большая Никитская ,17С1,Арбатская,
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316429622/,Москва,sale,flat,2,5,2,85.0,-1,0,157250000,Пресненский,Газетный переулок,13с2,Охотный ряд,Дом в Газетном
Кумжа Эстейт,real_estate_agent,https://www.cian.ru/sale/flat/316736229/,Москва,sale,flat,2,4,2,86.2,-1,0,180000000,Якиманка,Софийская набережная,18,Боровицкая,"Золотой, жилой квартал"
THE ONE,real_estate_agent,https://www.cian.ru/sale/flat/303449245/,Москва,sale,flat,2,13,2,105.0,-1,0,212000000,Хамовники,Погодинская ,2,Фрунзенская,Жизнь на Плющихе
ID 220077,unknown,https://www.cian.ru/sale/flat/316418628/,Москва,sale,flat,5,9,-1,43.1,-1,0,3000000,Старое Крюково,Зеленоград,к921,Зеленоград — Крюково,
ГЕЛИОС,real_estate_agent,https://www.cian.ru/sale/flat/309485692/,Москва,sale,flat,2,12,-1,39.0,-1,0,3490000,Царицыно,Кавказский бульвар,29К3,Царицыно,
ID 122552706,homeowner,https://www.cian.ru/sale/flat/308115667/,Москва,sale,flat,11,14,-1,52.0,-1,0,5400000,Восточное Дегунино,Керамический проезд,45К1,Дегунино,
ID 15867135,real_estate_agent,https://www.cian.ru/sale/flat/315469576/,Москва,sale,flat,6,9,2,42.5,-1,0,6700000,,,20,Апрелевка,
ФЛЭТ Зеленоград,real_estate_agent,https://www.cian.ru/sale/flat/313416290/,Москва,sale,flat,3,5,2,42.0,-1,0,7500000,, 1-я Ватутинская,17,Ольховая,
ID 130503332,homeowner,https://www.cian.ru/sale/flat/316941456/,Москва,sale,flat,4,5,2,43.3,-1,0,7500000,,,8,Апрелевка,
Совкомбанк,official_representative,https://www.cian.ru/sale/flat/297126473/,Москва,sale,flat,11,14,2,52.4,-1,0,8100000,Люблино,Ставропольская ,64К1,Люблино,
Геометрия,real_estate_agent,https://www.cian.ru/sale/flat/313973763/,Москва,sale,flat,1,5,2,40.1,-1,0,8200000,, Симферопольская,4а,Щербинка,
ID 13517441,realtor,https://www.cian.ru/sale/flat/316945712/,Москва,sale,flat,5,17,-1,62.0,-1,0,8200000,Троицк,проспект Октябрьский,3б,,
Равиля Минуллина,realtor,https://www.cian.ru/sale/flat/316611098/,Москва,sale,flat,2,3,2,53.0,-1,0,8350000,, Борисоглебская Слобода,18,Апрелевка,
Денис  Потапкин,realtor,https://www.cian.ru/sale/flat/316355921/,Москва,sale,flat,9,9,2,44.3,-1,0,8900000,Ивановское, Молостовых,19К4,Новогиреево,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/316133289/,Москва,sale,flat,9,9,2,45.0,-1,0,9400000,Некрасовка,2-я Вольская ,2,Люберцы,
ID 83982852,unknown,https://www.cian.ru/sale/flat/299973610/,Москва,sale,flat,13,17,2,70.0,-1,0,9450000,,,4,Остафьево,
Домовой - Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/312296168/,Москва,sale,flat,1,5,2,39.1,-1,0,9600000,Текстильщики, 1-я Текстильщиков,12/9,Печатники,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/316594081/,Москва,sale,flat,8,9,2,42.0,-1,0,9700000,Ярославский,Ярославское шоссе,109К3,Медведково,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/311567423/,Москва,sale,flat,5,5,2,41.3,-1,0,9750000,Внуково, Большая Внуковская,7,Аэропорт Внуково,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/315857898/,Москва,sale,flat,1,5,2,42.8,-1,0,10000000,Новогиреево,Мартеновская ,22К2,Новогиреево,
ID 100546582,unknown,https://www.cian.ru/sale/flat/316135586/,Москва,sale,flat,8,9,2,44.8,-1,0,9950000,Ярославский,Холмогорская ,6К1,Медведково,
Олег Братушка,realtor,https://www.cian.ru/sale/flat/315612260/,Москва,sale,flat,4,12,2,37.9,-1,0,10100000,Гольяново,Уральская ,17,Щёлковская,
